dataset_name,target_value,depth,DFS_BSD_DP (PS)-real_time_taken,DFS_BSD_DP (PS)-failed,DFS_BSD_DP (PS)-sgs_evaluated,DFS_BSD_DP (PS)-sgs_eval_interesting,DFS_BSD_DP (PS)-sgs_quality_interesting,DFS_BSD_DP (PS)-sgs_top_k_interesting
credit,+,3,0.0815880298614502,0,4465,1179,819,508
credit,+,5,0.21134257316589355,0,12639,1889,1414,894
lymphography,fibrosis,2,0.01781916618347168,0,870,209,174,148
lymphography,fibrosis,3,0.04804062843322754,0,3381,393,365,236
lymphography,fibrosis,5,0.10365772247314453,0,8486,479,471,269
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,2,0.05508136749267578,0,156,152,109,104
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,3,0.06929874420166016,0,546,291,249,189
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,5,0.08015036582946777,0,796,419,377,276
ring,0,2,0.11139464378356934,0,3121,1187,836,385
ring,0,3,0.7554559707641602,0,34321,3301,2062,930
ring,0,5,2.5311336517333984,0,138885,6769,4053,1601
mc1,2,2,0.12740063667297363,0,2314,901,670,343
mc1,2,3,0.7764537334442139,0,23953,8021,6035,896
mc1,2,5,23.392491340637207,0,851781,246214,180202,3214
thyroid_allhyper,goitre.,2,0.04239940643310547,0,1289,623,421,266
thyroid_allhyper,goitre.,3,0.22626090049743652,0,9423,2843,2124,830
thyroid_allhyper,goitre.,5,4.343961000442505,0,218316,49505,38702,1649
mammographics,1,2,0.007961750030517578,0,183,118,66,66
mammographics,1,3,0.015616655349731445,0,664,261,148,133
mammographics,1,5,0.018105745315551758,0,821,254,189,159
dresses,1,2,0.07734942436218262,0,6306,731,368,228
dresses,1,3,0.4977426528930664,0,46875,2199,1198,428
dresses,1,5,1.6181018352508545,0,166347,3701,2017,535
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,2,0.003190755844116211,0,1,0,0,0
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,3,0.003374814987182617,0,1,0,0,0
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,5,0.0033659934997558594,0,1,0,0,0
thyroid_new_thyroid,2,2,0.006608247756958008,0,149,59,31,31
thyroid_new_thyroid,2,3,0.00855398178100586,0,321,72,44,44
thyroid_new_thyroid,2,5,0.009023666381835938,0,349,78,50,50
Balance_UCI_,R,2,0.00765681266784668,0,171,165,75,75
Balance_UCI_,R,3,0.013240814208984375,0,651,165,75,75
Balance_UCI_,R,5,0.013500452041625977,0,651,165,75,75
vert2,NO,2,0.009466886520385742,0,265,196,115,115
vert2,NO,3,0.02120208740234375,0,1153,297,205,179
vert2,NO,5,0.02641010284423828,0,1677,312,226,194
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,2,14.538880586624146,0,1079,1079,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,3,59.48857927322388,0,13084,13084,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,5,286.52214217185974,0,97119,13084,0,0
rmftsa_sleepdata,3,2,0.004352569580078125,0,25,22,7,7
rmftsa_sleepdata,3,3,0.004281759262084961,0,25,22,7,7
rmftsa_sleepdata,3,5,0.004380941390991211,0,25,22,7,7
thoracic-surgery,1,2,0.02214646339416504,0,885,598,323,239
thoracic-surgery,1,3,0.11269402503967285,0,6513,2831,1592,418
thoracic-surgery,1,5,0.9097104072570801,0,56942,17839,9581,818
kc3,2,2,0.08074426651000977,0,3930,1162,937,379
kc3,2,3,0.5138669013977051,0,33338,6132,5062,810
kc3,2,5,9.837342739105225,0,711163,129676,123263,1915
tae,2,2,0.005717039108276367,0,111,70,33,33
tae,2,3,0.008393287658691406,0,281,124,58,58
tae,2,5,0.01016378402709961,0,411,138,65,65
leaf,32,2,0.02600383758544922,0,1358,330,324,232
leaf,32,3,0.04911041259765625,0,3462,411,410,318
leaf,32,5,0.0924067497253418,0,7156,544,543,403
australian,1,2,0.021843671798706055,0,798,612,319,244
australian,1,3,0.07041454315185547,0,3731,1205,783,476
australian,1,5,0.21232175827026367,0,12519,2032,1545,911
dermatology,4,2,0.05414390563964844,0,2971,823,721,417
dermatology,4,3,0.33794593811035156,0,22796,4286,4213,990
dermatology,4,5,4.477291107177734,0,317159,46616,46587,2648
Heart_Statlog__UCI_,2,2,0.01961970329284668,0,753,500,279,219
Heart_Statlog__UCI_,2,3,0.054337501525878906,0,3008,828,668,445
Heart_Statlog__UCI_,2,5,0.11405754089355469,0,7343,1046,932,590
Census-Income_KDD__UCI_,50000+,2,3.9253287315368652,0,15512,1262,910,546
Census-Income_KDD__UCI_,50000+,3,11.299200773239136,0,77704,6618,2937,1090
Census-Income_KDD__UCI_,50000+,5,156.14316749572754,0,1362258,89919,41995,3250
japanese,+,2,0.027057170867919922,0,1168,647,368,279
japanese,+,3,0.08080077171325684,0,4465,1179,819,508
japanese,+,5,0.20154690742492676,0,12639,1889,1414,894
heart_hungarian,1,2,0.004930734634399414,0,65,52,22,22
heart_hungarian,1,3,0.00640559196472168,0,145,90,39,39
heart_hungarian,1,5,0.006743431091308594,0,161,100,46,46
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,2,0.29094743728637695,0,256,252,182,131
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,3,0.42746829986572266,0,1311,676,552,283
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,5,0.6171488761901855,0,3316,992,868,443
forest,h ,2,0.054412841796875,0,2837,554,365,261
forest,h ,3,0.12676382064819336,0,8265,776,469,410
forest,h ,5,0.889167308807373,0,76809,6309,668,582
robot5,bottom_collision,2,0.013253927230834961,0,317,280,139,135
robot5,bottom_collision,3,0.02976679801940918,0,1225,526,409,327
robot5,bottom_collision,5,0.06592178344726562,0,3577,897,735,540
pen,6,2,0.05996394157409668,0,1009,535,289,235
pen,6,3,0.1032416820526123,0,2938,898,637,544
pen,6,5,0.2071211338043213,0,8086,1355,1294,1103
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,2,0.771404504776001,0,1,0,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,3,0.7659659385681152,0,1,0,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,5,0.767249345779419,0,1,0,0,0
robot3,slightly_moved,2,0.01197052001953125,0,341,326,164,147
robot3,slightly_moved,3,0.03351163864135742,0,1841,566,402,202
robot3,slightly_moved,5,0.04929161071777344,0,3205,557,400,229
DefaultofCreditCard,1,2,0.33421850204467773,0,4776,2054,1073,343
DefaultofCreditCard,1,3,2.1121010780334473,0,54443,6688,3963,614
DefaultofCreditCard,1,5,12.95966911315918,0,387723,26424,18035,1215
zoo,7,2,0.01174020767211914,0,417,201,138,129
zoo,7,3,0.026455402374267578,0,1365,459,434,276
zoo,7,5,0.05991792678833008,0,3859,869,867,411
breast_tissue,gla,2,0.010204792022705078,0,473,93,53,53
breast_tissue,gla,3,0.016687393188476562,0,1025,160,106,106
breast_tissue,gla,5,0.019270658493041992,0,1205,192,172,155
flare, B,2,0.01310586929321289,0,444,171,84,84
flare, B,3,0.02588629722595215,0,1320,348,280,160
flare, B,5,0.06515026092529297,0,4304,973,456,317
banana,1,2,0.005453348159790039,0,25,25,13,13
banana,1,3,0.005672931671142578,0,25,25,13,13
banana,1,5,0.005578041076660156,0,25,25,13,13
polish_bankruptcy_2year,1,2,0.3967571258544922,0,16752,2057,1867,540
polish_bankruptcy_2year,1,3,1.9667730331420898,0,99716,5506,4908,1172
polish_bankruptcy_2year,1,5,15.822442770004272,0,959218,66486,60218,3623
polish_bankruptcy_3year,1,2,0.5112061500549316,0,20719,2714,2267,643
polish_bankruptcy_3year,1,3,2.6964492797851562,0,133708,9596,8026,1308
polish_bankruptcy_3year,1,5,35.82860279083252,0,1942905,112335,92180,3540
qualitative,B,2,0.006676197052001953,0,151,96,52,52
qualitative,B,3,0.01145792007446289,0,457,181,127,127
qualitative,B,5,0.014826774597167969,0,643,219,186,180
mfeat-morphological,8,2,0.008720159530639648,0,172,102,39,39
mfeat-morphological,8,3,0.014765024185180664,0,506,239,111,110
mfeat-morphological,8,5,0.01543116569519043,0,536,231,184,176
fourclass,1,2,0.004240989685058594,0,25,20,12,12
fourclass,1,3,0.0041086673736572266,0,25,20,12,12
fourclass,1,5,0.0041806697845458984,0,25,20,12,12
liver,1,2,0.009757757186889648,0,265,247,123,122
liver,1,3,0.024576187133789062,0,1481,405,200,170
liver,1,5,0.029047012329101562,0,1933,414,205,170
badges2,1,2,0.011838912963867188,0,404,283,155,142
badges2,1,3,0.03579521179199219,0,2115,724,408,270
badges2,1,5,0.0664680004119873,0,4510,1107,601,474
kc1-binary,1,2,0.24496769905090332,0,17624,2057,1791,421
kc1-binary,1,3,1.9373729228973389,0,149280,8142,7118,572
kc1-binary,1,5,40.90685153007507,0,3154176,84140,69418,1096
tao,black,2,0.004270792007446289,0,25,23,12,12
tao,black,3,0.0044324398040771484,0,25,23,12,12
tao,black,5,0.004308223724365234,0,25,23,12,12
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,2,41.32057976722717,0,4601,2801,1421,340
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,3,313.1737596988678,0,76601,27761,13782,631
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,5,-1.0,1,-1,-1,-1,-1
breast_cancer_wis_pro2,R,2,0.15072035789489746,0,10903,1675,1290,353
breast_cancer_wis_pro2,R,3,0.7592971324920654,0,73565,1983,1502,419
breast_cancer_wis_pro2,R,5,1.1623015403747559,0,115265,2453,1882,449
soybean_small,D3,2,0.016580820083618164,0,791,245,188,173
soybean_small,D3,3,0.034902334213256836,0,2033,561,524,339
soybean_small,D3,5,0.0676419734954834,0,4535,1069,1003,440
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,2,0.0043871402740478516,0,9,9,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,3,0.004496097564697266,0,9,9,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,5,0.004647970199584961,0,9,9,0,0
semeion,8,2,1.505814790725708,0,65211,20385,18673,774
semeion,8,3,27.895142316818237,0,1338853,186784,185449,1507
semeion,8,5,946.6743681430817,0,48523729,2322601,2320312,3282
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,2,0.770122766494751,0,76401,425,203,172
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,3,0.7885739803314209,0,79501,425,203,172
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,5,0.7998151779174805,0,79501,425,203,172
molecular_splice,IE,2,0.5306870937347412,0,27036,4283,3439,597
molecular_splice,IE,3,2.3343276977539062,0,140200,3866,3669,1103
molecular_splice,IE,5,6.399892568588257,0,415916,4333,4247,1991
audiology_std,cochlear_noise_and_heredity,2,0.07184672355651855,0,3966,1831,1830,177
audiology_std,cochlear_noise_and_heredity,3,1.1648540496826172,0,79944,36051,36050,284
audiology_std,cochlear_noise_and_heredity,5,200.7543590068817,0,13845630,5985197,5985196,709
automobile,-1,2,0.03890585899353027,0,2302,537,435,291
automobile,-1,3,0.13472533226013184,0,10606,1159,1061,476
automobile,-1,5,0.5713016986846924,0,50426,2751,2611,867
volcanoes-d2,3,2,0.008494377136230469,0,61,56,17,17
volcanoes-d2,3,3,0.01022195816040039,0,125,87,36,36
volcanoes-d2,3,5,0.010344982147216797,0,125,87,36,36
grammatical_a2,1,2,1.0829317569732666,0,65070,3504,3269,1522
grammatical_a2,1,3,19.174217462539673,0,1284034,44046,43848,4513
grammatical_a2,1,5,-1.0,1,-1,-1,-1,-1
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,2,2.7562756538391113,0,276,276,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,3,4.429084777832031,0,1526,1526,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,5,10.063257455825806,0,7776,4651,0,0
analcatdata_authorship,4,2,0.19360995292663574,0,10571,1784,1283,695
analcatdata_authorship,4,3,0.8216636180877686,0,52342,3442,2840,1485
analcatdata_authorship,4,5,4.03402853012085,0,307991,5777,4269,2466
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,2,13.996354579925537,0,995,991,811,124
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,3,52.954984188079834,0,11460,1087,907,204
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,5,56.766597270965576,0,12916,1087,907,204
EqualDist_Random-Synthetic__2_7_8520_,0,2,0.02840423583984375,0,494,494,244,183
EqualDist_Random-Synthetic__2_7_8520_,0,3,0.10894060134887695,0,4000,3822,1947,415
EqualDist_Random-Synthetic__2_7_8520_,0,5,0.5803101062774658,0,32132,7423,4363,605
cmc,3,2,0.014680862426757812,0,409,364,182,160
cmc,3,3,0.054490089416503906,0,2599,1312,796,336
cmc,3,5,0.14741182327270508,0,8325,2710,1942,616
Adult_UCI_,>50K,2,0.15339326858520508,0,2413,500,265,219
Adult_UCI_,>50K,3,0.33935999870300293,0,10285,903,549,437
Adult_UCI_,>50K,5,0.6484842300415039,0,25644,1239,991,721
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,2,0.003481149673461914,0,7,6,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,3,0.003895282745361328,0,7,6,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,5,0.003770112991333008,0,7,6,4,4
monks1,0,2,0.0069196224212646484,0,135,120,80,80
monks1,0,3,0.015328407287597656,0,519,461,362,202
monks1,0,5,0.027158021926879883,0,1321,584,474,241
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,2,0.337005615234375,0,26711,4225,2802,445
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,3,4.01186728477478,0,403252,4370,2947,478
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,5,4.184951543807983,0,417897,4370,2947,478
grammatical_a1,1,2,1.509976863861084,0,95674,5663,5273,1376
grammatical_a1,1,3,28.97743058204651,0,1979099,73303,71734,3844
grammatical_a1,1,5,-1.0,1,-1,-1,-1,-1
mfeat-zernike,8,2,0.2819535732269287,0,14297,1994,1849,519
mfeat-zernike,8,3,1.3744101524353027,0,81565,3211,3106,762
mfeat-zernike,8,5,3.582204818725586,0,226765,6028,5916,1244
twonorm,1,2,0.09661316871643066,0,2701,733,560,377
twonorm,1,3,0.40842151641845703,0,18481,1043,1000,656
twonorm,1,5,0.7955729961395264,0,40313,1776,1733,1364
auto7_1,class3,2,0.022555112838745117,0,734,722,381,250
auto7_1,class3,3,0.14635539054870605,0,7609,3489,2291,548
auto7_1,class3,5,0.580329179763794,0,38841,5021,3772,643
grammatical_b4,1,2,1.8167426586151123,0,111288,6372,6010,1295
grammatical_b4,1,3,22.269279718399048,0,1475297,69852,69130,3391
grammatical_b4,1,5,-1.0,1,-1,-1,-1,-1
wave2,2,2,0.26181960105895996,0,10025,1811,1375,518
wave2,2,3,1.8594880104064941,0,98113,3114,2768,1006
wave2,2,5,5.758863210678101,0,332649,4861,4566,1703
volcanoes-d1,3,2,0.00844120979309082,0,61,57,15,15
volcanoes-d1,3,3,0.010619640350341797,0,125,90,35,35
volcanoes-d1,3,5,0.010286331176757812,0,125,90,35,35
mfeat-fourier,8,2,0.630730390548706,0,34089,2015,1127,484
mfeat-fourier,8,3,2.4316012859344482,0,147101,6932,5123,1260
mfeat-fourier,8,5,8.533589124679565,0,653845,9154,7335,2174
breast,recurrence-events,2,0.013334512710571289,0,510,272,140,132
breast,recurrence-events,3,0.03676295280456543,0,2143,778,385,262
breast,recurrence-events,5,0.08560872077941895,0,5908,1522,583,335
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,2,2.772669553756714,0,256,252,182,145
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,3,4.17635703086853,0,1301,343,274,153
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,5,4.7577455043792725,0,1876,424,355,234
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,2,28.356337547302246,0,276,276,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,3,49.616148471832275,0,1526,1526,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,5,128.66319799423218,0,7776,4651,0,0
horse_colic_outcome,2,2,0.005465030670166016,0,1,0,0,0
horse_colic_outcome,2,3,0.005394935607910156,0,1,0,0,0
horse_colic_outcome,2,5,0.005336761474609375,0,1,0,0,0
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,2,0.06022381782531738,0,3614,1302,672,304
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,3,0.39672350883483887,0,34174,2673,1659,438
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,5,0.7010908126831055,0,63647,2686,1668,445
wall4,Slight-Right-Turn,2,0.007473945617675781,0,77,60,33,33
wall4,Slight-Right-Turn,3,0.010223388671875,0,165,121,75,75
wall4,Slight-Right-Turn,5,0.010545730590820312,0,209,139,90,90
hayes,2,2,0.0052547454833984375,0,88,49,29,29
hayes,2,3,0.006543636322021484,0,192,65,44,44
hayes,2,5,0.006850481033325195,0,208,65,44,44
analcatdata_germangss,4,2,0.0064966678619384766,0,144,135,25,25
analcatdata_germangss,4,3,0.012940406799316406,0,560,270,71,71
analcatdata_germangss,4,5,0.015388965606689453,0,720,287,77,77
thyroid_allhypo,primary hypothyroid.,2,0.04296302795410156,0,1291,699,464,292
thyroid_allhypo,primary hypothyroid.,3,0.25458455085754395,0,10756,3401,2905,800
thyroid_allhypo,primary hypothyroid.,5,4.603841543197632,0,210752,47957,47094,2719
user,High,2,0.007502079010009766,0,181,148,71,71
user,High,3,0.014322996139526367,0,805,150,71,71
user,High,5,0.014637947082519531,0,805,150,71,71
thyroid_dis,discordant.,2,0.04443216323852539,0,1338,831,507,282
thyroid_dis,discordant.,3,0.2794630527496338,0,11694,4278,3257,762
thyroid_dis,discordant.,5,5.6722118854522705,0,254640,59101,47171,2022
synthetic_control,4,2,0.1884751319885254,0,11117,2010,1913,1151
synthetic_control,4,3,1.1909754276275635,0,85645,6401,6310,3172
synthetic_control,4,5,2.560459852218628,0,206153,11152,11101,5076
titanic,1,2,0.004894733428955078,0,29,27,16,16
titanic,1,3,0.005610942840576172,0,41,39,24,24
titanic,1,5,0.005568742752075195,0,41,39,24,24
secom,1,2,0.39568114280700684,0,19019,9324,7160,615
secom,1,3,7.153772830963135,0,416500,36760,32077,1291
secom,1,5,49.996262073516846,0,3152564,101336,94215,2132
wine,1,2,0.020134687423706055,0,945,363,282,238
wine,1,3,0.04560399055480957,0,3441,286,259,233
wine,1,5,0.04696226119995117,0,3457,271,266,242
thyroid_allrep,overreplacement.,2,0.04049944877624512,0,1203,584,440,259
thyroid_allrep,overreplacement.,3,0.21857285499572754,0,9390,2926,2622,669
thyroid_allrep,overreplacement.,5,5.156389951705933,0,256109,60505,56425,2332
post,S,2,0.007524967193603516,0,228,113,51,51
post,S,3,0.0160982608795166,0,846,274,128,124
post,S,5,0.02913355827331543,0,1897,453,217,180
human,1,2,9.279514789581299,0,371504,7534,7466,1216
human,1,3,61.28721332550049,0,2863360,26438,26417,2384
human,1,5,954.4209589958191,0,49297836,337511,337507,8127
connectionist_sonar,R,2,0.3873147964477539,0,26465,2071,1524,601
connectionist_sonar,R,3,1.5446500778198242,0,145469,1789,1487,715
connectionist_sonar,R,5,2.407529830932617,0,232909,1829,1522,734
hiv_746,-1,2,0.1073293685913086,0,9841,384,123,120
hiv_746,-1,3,0.20251679420471191,0,19701,609,125,122
hiv_746,-1,5,0.2915530204772949,0,28361,968,126,123
madelon,1,2,44.954644203186035,0,1988347,1309461,765947,1119
madelon,1,3,-1.0,1,-1,-1,-1,-1
madelon,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_14_7418_,0,2,0.06989526748657227,0,1770,1572,779,271
NormalDist_Random-Synthetic__2_14_7418_,0,3,0.5608482360839844,0,25315,13495,7108,507
NormalDist_Random-Synthetic__2_14_7418_,0,5,8.96718692779541,0,495990,84720,48082,1064
led,2,2,0.0063474178314208984,0,99,91,40,40
led,2,3,0.011244535446166992,0,343,270,136,133
led,2,5,0.018529415130615234,0,753,399,243,216
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,2,0.010332107543945312,0,276,234,110,110
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,3,0.025985240936279297,0,1296,533,270,200
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,5,0.037854671478271484,0,2156,632,326,224
auto4,class1,2,1.60915207862854,0,74847,44938,25243,692
auto4,class1,3,80.24286818504333,0,4727237,204942,131192,1249
auto4,class1,5,637.9902198314667,0,37749816,483853,349741,2282
Tic-Tac-ToeEndgame_UCI_,negative,2,0.013349771499633789,0,352,352,151,143
Tic-Tac-ToeEndgame_UCI_,negative,3,0.05053377151489258,0,2284,1141,684,336
Tic-Tac-ToeEndgame_UCI_,negative,5,0.13528132438659668,0,7699,1735,1233,545
Covertype,7,2,4.8116066455841064,0,6207,3181,1799,347
Covertype,7,3,13.475921154022217,0,38809,18033,10536,959
Covertype,7,5,1026.695243358612,0,3709291,1563515,847238,8556
pc4,2,2,0.1035153865814209,0,4917,1434,1156,457
pc4,2,3,0.5725255012512207,0,33250,4329,3928,720
pc4,2,5,5.306246757507324,0,335563,31805,29596,1345
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,2,407.2845776081085,0,76401,76401,38113,754
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,3,-1.0,1,-1,-1,-1,-1
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,5,-1.0,1,-1,-1,-1,-1
firm,1,2,0.053260087966918945,0,717,621,353,227
firm,1,3,0.29456257820129395,0,7859,3256,2377,558
firm,1,5,0.39861559867858887,0,14153,5141,4465,1219
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,2,0.444303035736084,0,4601,2648,1322,367
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,3,2.992131233215332,0,70161,23274,11876,561
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,5,32.772743940353394,0,987281,66615,35449,793
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,2,2.6450932025909424,0,46216,17390,8957,551
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,3,67.2072286605835,0,1946023,247039,133012,938
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,5,664.91015625,0,21380373,252908,136691,936
Stroke_Kaggle_,1,2,0.022618532180786133,0,431,348,210,159
Stroke_Kaggle_,1,3,0.060663461685180664,0,2034,907,642,337
Stroke_Kaggle_,1,5,0.18175554275512695,0,8288,1511,1293,529
spambase,1,2,0.1479647159576416,0,4241,2834,1429,789
spambase,1,3,1.3315653800964355,0,46106,23186,6032,647
spambase,1,5,182.53368067741394,0,6461693,2319363,716401,1025
echocardio,1,2,0.010130167007446289,0,486,69,33,33
echocardio,1,3,0.015038728713989258,0,923,75,34,34
echocardio,1,5,0.014917850494384766,0,958,75,34,34
phoneme,1,2,0.012864351272583008,0,181,175,84,84
phoneme,1,3,0.023316144943237305,0,669,432,270,228
phoneme,1,5,0.03744053840637207,0,1421,610,429,349
texture,14,2,0.19651150703430176,0,7389,1427,1256,582
texture,14,3,0.8365964889526367,0,42277,2883,2764,1143
texture,14,5,3.3894965648651123,0,196389,11266,9668,3309
statlog_is,7,2,0.03859567642211914,0,1396,522,388,314
statlog_is,7,3,0.08082866668701172,0,4007,874,802,666
statlog_is,7,5,0.1437244415283203,0,8049,1278,1272,1186
banknote,1,2,0.00652313232421875,0,101,86,53,53
banknote,1,3,0.009615421295166016,0,261,169,122,117
banknote,1,5,0.010988473892211914,0,325,186,143,133
NormalDist_Random-Synthetic__2_6_5132_,1,2,0.011356115341186523,0,132,132,71,71
NormalDist_Random-Synthetic__2_6_5132_,1,3,0.022354602813720703,0,524,522,278,198
NormalDist_Random-Synthetic__2_6_5132_,1,5,0.054177045822143555,0,1980,1578,802,332
ilpd,2,2,0.018477678298950195,0,687,484,322,224
ilpd,2,3,0.07173562049865723,0,4263,1333,1018,447
ilpd,2,5,0.19089818000793457,0,14499,1758,1456,496
EqualDist_Random-Synthetic__2_7_7307_,0,2,0.020328283309936523,0,325,325,168,152
EqualDist_Random-Synthetic__2_7_7307_,0,3,0.06284451484680176,0,2050,2045,1055,411
