dataset_name,target_value,depth,DFS_BSD_DP (PS)-real_time_taken,DFS_BSD_DP (PS)-failed,DFS_BSD_DP (PS)-sgs_evaluated,DFS_BSD_DP (PS)-sgs_eval_interesting,DFS_BSD_DP (PS)-sgs_quality_interesting,DFS_BSD_DP (PS)-sgs_top_k_interesting
EqualDist_Random-Synthetic__2_7_7307_,0,5,0.3245229721069336,0,15203,7461,4329,677
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,2,0.9116230010986328,0,276,276,132,126
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,3,1.4028992652893066,0,1526,1274,598,297
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,5,2.3724365234375,0,5261,2745,1320,416
satimage,5,2,0.1153252124786377,0,3573,1077,679,463
satimage,5,3,0.7242414951324463,0,36221,6010,4032,1718
satimage,5,5,7.853077411651611,0,458153,33225,28001,4356
turkiye,11,2,0.26989173889160156,0,11184,3050,1673,570
turkiye,11,3,1.6912786960601807,0,85989,14753,10826,716
turkiye,11,5,45.98036217689514,0,2646109,512165,388725,3076
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,2,1.3253018856048584,0,911,168,139,127
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,3,1.8377559185028076,0,2976,292,263,250
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,5,2.2252395153045654,0,4845,292,263,250
auto2, class2,2,11.941264390945435,0,303676,303291,151764,984
auto2, class2,3,-1.0,1,-1,-1,-1,-1
auto2, class2,5,-1.0,1,-1,-1,-1,-1
oil_spill,2,2,0.18564367294311523,0,9778,1049,999,321
oil_spill,2,3,0.3267056941986084,0,20692,1469,1454,628
oil_spill,2,5,0.7678742408752441,0,52137,3147,3139,1239
DryBeans,HOROZ,2,0.06166243553161621,0,1117,491,301,265
DryBeans,HOROZ,3,0.1265430450439453,0,4057,1159,704,615
DryBeans,HOROZ,5,0.4144449234008789,0,19209,3533,2119,1676
spectf_heart,0,2,0.21823501586914062,0,13465,2756,2457,661
spectf_heart,0,3,1.6121106147766113,0,152925,3866,3375,776
spectf_heart,0,5,2.811896324157715,0,275841,5209,3493,824
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,2,27.801707983016968,0,256,252,182,130
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,3,45.86030554771423,0,1311,430,285,164
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,5,56.601266622543335,0,2141,529,395,274
planning,2,2,0.02487015724182129,0,1105,726,372,221
planning,2,3,0.11512613296508789,0,10013,924,511,255
planning,2,5,0.14229869842529297,0,12869,959,527,260
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,2,0.004372835159301758,0,7,6,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,3,0.004536151885986328,0,7,6,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,5,0.004498720169067383,0,7,6,4,4
trains,west,2,0.006747722625732422,0,81,1,0,0
trains,west,3,0.006787538528442383,0,81,1,0,0
trains,west,5,0.006687164306640625,0,81,1,0,0
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,2,1.5452125072479248,0,76401,22537,18149,759
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,3,40.19191861152649,0,3276321,22537,18149,759
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,5,40.298473834991455,0,3276321,22537,18149,759
appendicitis,1,2,0.008434057235717773,0,345,81,34,34
appendicitis,1,3,0.012748956680297852,0,669,119,64,64
appendicitis,1,5,0.014332294464111328,0,809,140,84,84
mc2,2,2,0.09336280822753906,0,6276,1309,892,414
mc2,2,3,0.3442997932434082,0,27296,3220,3065,670
mc2,2,5,3.303607702255249,0,288384,31982,31810,1268
breast_cancer_wis_ori,M,2,0.057122230529785156,0,2957,642,488,380
breast_cancer_wis_ori,M,3,0.09408164024353027,0,5561,553,552,544
breast_cancer_wis_ori,M,5,0.27688097953796387,0,19485,1081,1080,1072
urban,shadow ,2,0.2670328617095947,0,14441,1678,1497,735
urban,shadow ,3,1.7072975635528564,0,108025,4867,4628,1195
urban,shadow ,5,57.44187021255493,0,3894041,105443,105088,2407
parkinsons,0,2,0.04920840263366699,0,2421,622,487,334
parkinsons,0,3,0.11701726913452148,0,9461,737,563,386
parkinsons,0,5,0.2645702362060547,0,23565,1279,932,580
haberman,2,2,0.004737377166748047,0,52,50,28,28
haberman,2,3,0.005445241928100586,0,100,57,29,29
haberman,2,5,0.0057125091552734375,0,100,57,29,29
pitt1_3,LONG,2,0.007225751876831055,0,239,68,37,37
pitt1_3,LONG,3,0.00953531265258789,0,412,95,50,50
pitt1_3,LONG,5,0.009918451309204102,0,446,97,51,51
NormalDist_Random-Synthetic__2_8_5616_,0,2,0.027532339096069336,0,666,635,305,218
NormalDist_Random-Synthetic__2_8_5616_,0,3,0.1229715347290039,0,5470,3337,1795,456
NormalDist_Random-Synthetic__2_8_5616_,0,5,0.6222293376922607,0,35166,9021,5369,766
musk,2,2,2.4208714962005615,0,101193,4121,4073,1180
musk,2,3,10.18032717704773,0,490975,10097,10077,1965
musk,2,5,89.62355589866638,0,4704240,77964,77947,4051
car,good,2,0.008528709411621094,0,139,105,101,101
car,good,3,0.01670360565185547,0,505,301,297,207
car,good,5,0.026747941970825195,0,1060,407,403,298
libras,4,2,0.17580556869506836,0,10509,1145,1026,613
libras,4,3,1.1984026432037354,0,91389,4506,3466,1509
libras,4,5,45.48637652397156,0,4129625,134484,95268,2654
monks2,1,2,0.007359027862548828,0,137,137,91,91
monks2,1,3,0.016685009002685547,0,574,546,321,220
monks2,1,5,0.03369450569152832,0,1655,805,572,301
onehund_tex,Acer Capillipes,2,0.10910630226135254,0,4672,991,947,350
onehund_tex,Acer Capillipes,3,0.5046687126159668,0,27147,3693,3651,513
onehund_tex,Acer Capillipes,5,3.8180723190307617,0,224836,23849,23786,1457
grammatical_b3,0,2,1.0423438549041748,0,67902,3590,3406,1271
grammatical_b3,0,3,18.902512550354004,0,1351295,75287,75186,3579
grammatical_b3,0,5,-1.0,1,-1,-1,-1,-1
volcanoes-a4,5,2,0.005269527435302734,0,61,47,18,18
volcanoes-a4,5,3,0.006455183029174805,0,117,66,37,37
volcanoes-a4,5,5,0.00674891471862793,0,117,66,37,37
chronic_kidney_disease,ckd,2,0.028818130493164062,0,1486,483,301,279
chronic_kidney_disease,ckd,3,0.08162260055541992,0,5545,921,616,576
chronic_kidney_disease,ckd,5,0.30576109886169434,0,23994,3347,1029,1001
PopularKids,2,2,0.017193317413330078,0,671,460,234,181
PopularKids,2,3,0.060500144958496094,0,3802,1305,808,339
PopularKids,2,5,0.22434544563293457,0,16827,2883,1729,534
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,2,0.4685544967651367,0,4601,4601,2350,411
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,3,5.091691017150879,0,124601,42632,26233,701
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,5,30.21801781654358,0,911271,42632,26233,701
yeast,ME1,2,0.00967097282409668,0,198,133,78,78
yeast,ME1,3,0.015998363494873047,0,506,260,243,209
yeast,ME1,5,0.026835203170776367,0,1123,349,348,305
auto8,class9,2,65.10523176193237,0,4196959,141426,124718,1259
auto8,class9,3,-1.0,1,-1,-1,-1,-1
auto8,class9,5,-1.0,1,-1,-1,-1,-1
analcatdata_dmft,1,2,0.007384061813354492,0,171,122,54,54
analcatdata_dmft,1,3,0.011859655380249023,0,394,225,104,104
analcatdata_dmft,1,5,0.012788534164428711,0,469,232,110,110
pc2,2,2,0.08961629867553711,0,2222,781,611,406
pc2,2,3,0.4757874011993408,0,19064,4977,4212,1182
pc2,2,5,13.176154613494873,0,619644,133952,121421,4051
scene,2,2,10.33671522140503,0,553389,27546,25924,1352
scene,2,3,39.1762318611145,0,2269787,30266,29229,1917
scene,2,5,23.830510139465332,0,1402525,33016,32643,2778
first,1,2,0.41494274139404297,0,14873,3774,2496,510
first,1,3,1.566671371459961,0,64323,11557,10351,1018
first,1,5,6.5441179275512695,0,315496,67290,59208,4601
ecoli,om,2,0.0070858001708984375,0,165,86,58,58
ecoli,om,3,0.013087272644042969,0,491,193,151,142
ecoli,om,5,0.020157337188720703,0,1063,242,215,197
grammatical_a7,1,2,1.17647385597229,0,68335,5727,5483,1286
grammatical_a7,1,3,31.600337266921997,0,2009338,135186,134710,4333
grammatical_a7,1,5,-1.0,1,-1,-1,-1,-1
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,2,22.17905068397522,0,52655,21535,10898,538
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,3,612.5962898731232,0,2553388,367863,184629,947
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,5,-1.0,1,-1,-1,-1,-1
parkinson_speech,0,2,0.10265326499938965,0,5205,728,513,190
parkinson_speech,0,3,0.34033894538879395,0,19307,1241,1039,621
parkinson_speech,0,5,0.770033597946167,0,48212,1854,1712,1092
grammatical_b9,1,2,2.0014426708221436,0,115124,5596,5286,1177
grammatical_b9,1,3,27.9315447807312,0,1779228,56500,54777,2463
grammatical_b9,1,5,-1.0,1,-1,-1,-1,-1
climate,0,2,0.05787968635559082,0,2744,1031,810,341
climate,0,3,0.2686457633972168,0,17796,1338,1249,520
climate,0,5,0.47742581367492676,0,37532,1340,1251,521
isolet,14,2,10.861664295196533,0,345028,16521,15518,1660
isolet,14,3,172.1702835559845,0,6002500,223357,215328,4041
isolet,14,5,-1.0,1,-1,-1,-1,-1
auto7_3,class3,2,0.020138978958129883,0,734,669,328,240
auto7_3,class3,3,0.12073898315429688,0,7160,2679,1784,520
auto7_3,class3,5,0.37969446182250977,0,29053,3860,2933,632
volcanoes-d3,3,2,0.008784055709838867,0,61,56,17,17
volcanoes-d3,3,3,0.010492801666259766,0,125,88,35,35
volcanoes-d3,3,5,0.010330677032470703,0,125,88,35,35
Diabetic,0,2,0.04723620414733887,0,1936,1255,804,302
Diabetic,0,3,0.18435931205749512,0,9678,2621,1826,423
Diabetic,0,5,0.8429460525512695,0,46683,6684,5381,772
ar4,2,2,0.03809070587158203,0,2448,498,375,257
ar4,2,3,0.14573240280151367,0,11594,1627,1622,355
ar4,2,5,1.6864535808563232,0,151162,12612,12607,520
auto5, class3,2,1.729321002960205,0,108706,13047,11413,862
auto5, class3,3,16.92297101020813,0,1267944,15305,14592,1362
auto5, class3,5,31.10464644432068,0,2537930,15788,15158,1415
Chess_King-Rookvs.King-Pawn__UCI_,nowin,2,0.06758856773376465,0,2158,1532,823,418
Chess_King-Rookvs.King-Pawn__UCI_,nowin,3,0.5001769065856934,0,21831,9867,5434,729
Chess_King-Rookvs.King-Pawn__UCI_,nowin,5,9.355334997177124,0,407165,115980,70632,1193
bankruptcy,1,2,0.0055387020111083984,0,161,19,11,11
bankruptcy,1,3,0.0058214664459228516,0,161,19,11,11
bankruptcy,1,5,0.005631208419799805,0,161,19,11,11
onehund_sha,Acer Capillipes,2,0.09675765037536621,0,4609,515,510,324
onehund_sha,Acer Capillipes,3,0.20095038414001465,0,12277,761,756,515
onehund_sha,Acer Capillipes,5,0.5188150405883789,0,35125,1725,1721,879
pc3,2,2,0.10999464988708496,0,5130,1385,950,433
pc3,2,3,0.5517323017120361,0,32209,5166,3842,936
pc3,2,5,4.739912271499634,0,318270,42957,28645,3167
Marketing_EoSL_,9,2,0.06265664100646973,0,2007,740,363,265
Marketing_EoSL_,9,3,0.13612580299377441,0,5874,1264,896,517
Marketing_EoSL_,9,5,0.23885154724121094,0,11993,1784,1723,883
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,2,0.04193854331970215,0,256,252,182,144
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,3,0.07543492317199707,0,1311,697,552,323
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,5,0.1340324878692627,0,3616,1296,1162,511
wpbc,R,2,0.13007426261901855,0,8452,1736,1318,360
wpbc,R,3,0.5855653285980225,0,53895,2067,1532,430
wpbc,R,5,0.8903076648712158,0,83003,2496,1904,453
volcanoes-a3,4,2,0.005291938781738281,0,61,42,25,25
volcanoes-a3,4,3,0.0064716339111328125,0,121,61,44,44
volcanoes-a3,4,5,0.006585836410522461,0,121,61,44,44
winsconsin,4,2,0.009668588638305664,0,231,201,136,133
winsconsin,4,3,0.022063255310058594,0,892,465,358,344
winsconsin,4,5,0.037487030029296875,0,1710,661,541,521
optical,5,2,0.23628854751586914,0,6394,1892,1500,515
optical,5,3,1.2787179946899414,0,39789,8001,6835,823
optical,5,5,20.18208599090576,0,649007,115480,107022,2813
NormalDist_Random-Synthetic__2_12_5886_,0,2,0.05008101463317871,0,1373,1148,593,275
NormalDist_Random-Synthetic__2_12_5886_,0,3,0.3432743549346924,0,16296,7568,4060,470
NormalDist_Random-Synthetic__2_12_5886_,0,5,3.8160579204559326,0,229164,33446,19878,904
horse_colic_lesion,1,2,0.005235433578491211,0,1,0,0,0
horse_colic_lesion,1,3,0.0053043365478515625,0,1,0,0,0
horse_colic_lesion,1,5,0.0053558349609375,0,1,0,0,0
contraceptive,3,2,0.014941930770874023,0,409,364,182,160
contraceptive,3,3,0.05501413345336914,0,2599,1312,796,336
contraceptive,3,5,0.1501920223236084,0,8325,2710,1942,616
heart_switzerland,1,2,0.008597135543823242,0,341,84,52,52
heart_switzerland,1,3,0.016727924346923828,0,942,164,121,119
heart_switzerland,1,5,0.023906230926513672,0,1523,248,209,184
saheart,1,2,0.01584172248840332,0,547,497,283,205
saheart,1,3,0.06435894966125488,0,4077,934,727,347
saheart,1,5,0.10577273368835449,0,8105,973,771,366
analcatdata_boxing2,2,2,0.006106376647949219,0,204,36,16,16
analcatdata_boxing2,2,3,0.007517576217651367,0,336,36,16,16
analcatdata_boxing2,2,5,0.007470607757568359,0,336,36,16,16
analcatdata_lawsuit,2,2,0.00484013557434082,0,65,33,21,21
analcatdata_lawsuit,2,3,0.0055620670318603516,0,103,45,32,32
analcatdata_lawsuit,2,5,0.005553722381591797,0,109,46,33,33
pc1_req,2,2,0.007071495056152344,0,161,104,49,49
pc1_req,2,3,0.01523900032043457,0,670,352,165,141
pc1_req,2,5,0.03547191619873047,0,1983,803,447,225
robot1,collision,2,0.023577451705932617,0,305,246,156,141
robot1,collision,3,0.04288840293884277,0,1217,439,336,237
robot1,collision,5,0.053769588470458984,0,3137,805,531,405
credit-g,1,2,0.05482602119445801,0,2628,1198,688,258
credit-g,1,3,0.2006845474243164,0,11711,2648,1941,458
credit-g,1,5,0.4158484935760498,0,25410,5178,4182,949
lsvt,1,2,1.612529993057251,0,130989,3561,3129,920
lsvt,1,3,11.40139126777649,0,1124210,9715,8134,1202
lsvt,1,5,126.86991500854492,0,12063209,1236256,1006994,1636
acute-inflammations,2,2,0.005117893218994141,0,69,54,42,42
acute-inflammations,2,3,0.007368564605712891,0,183,111,97,97
acute-inflammations,2,5,0.009319305419921875,0,279,144,137,134
cardio10,8,2,0.036457061767578125,0,1317,529,401,315
cardio10,8,3,0.09545040130615234,0,4658,1154,1070,737
cardio10,8,5,0.3481602668762207,0,19806,2968,2931,1630
phishing,-1,2,0.11667370796203613,0,1771,1128,671,389
phishing,-1,3,0.49244093894958496,0,10619,3994,2829,760
phishing,-1,5,6.22525691986084,0,154346,37475,29114,2625
prnn_synth,1,2,0.003927469253540039,0,25,19,9,9
prnn_synth,1,3,0.0039942264556884766,0,25,19,9,9
prnn_synth,1,5,0.004433631896972656,0,25,19,9,9
mice,t-SC-s,2,0.21067571640014648,0,12689,1351,1243,579
mice,t-SC-s,3,0.5754973888397217,0,40039,3688,1515,1031
mice,t-SC-s,5,19.069162368774414,0,1796499,127009,2618,2126
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,2,0.05661749839782715,0,171,171,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,3,0.07757091522216797,0,671,671,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,5,0.10143327713012695,0,1296,1296,0,0
grammatical_a4,1,2,1.6823525428771973,0,100717,12395,12091,1688
grammatical_a4,1,3,73.22868824005127,0,4731985,456207,455859,5033
grammatical_a4,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_7_7283_,1,2,0.025560617446899414,0,494,481,231,186
NormalDist_Random-Synthetic__2_7_7283_,1,3,0.08865690231323242,0,3450,2410,1287,380
NormalDist_Random-Synthetic__2_7_7283_,1,5,0.3487510681152344,0,17532,6342,3703,605
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,2,0.10576224327087402,0,3781,2037,1066,333
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,3,0.8991177082061768,0,50721,11114,6254,650
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,5,4.414279222488403,0,306661,16255,10231,824
grammatical_b2,1,2,2.7766876220703125,0,167476,14556,13935,1661
grammatical_b2,1,3,78.09697484970093,0,4971632,273500,268709,5091
grammatical_b2,1,5,-1.0,1,-1,-1,-1,-1
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,2,0.0795893669128418,0,4601,1830,1062,322
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,3,0.5962188243865967,0,56141,1830,1062,322
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,5,0.5944550037384033,0,56141,1830,1062,322
grammatical_b6,1,2,1.7057156562805176,0,100494,6573,6361,1783
grammatical_b6,1,3,35.291943311691284,0,2268803,98070,97981,5258
grammatical_b6,1,5,-1.0,1,-1,-1,-1,-1
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,2,0.01219940185546875,0,236,228,117,108
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,3,0.025759220123291016,0,961,299,209,119
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,5,0.030736446380615234,0,1386,299,209,119
gesture_raw,Preparation,2,0.0870504379272461,0,2813,1456,849,365
gesture_raw,Preparation,3,0.3974792957305908,0,20293,4390,2913,729
gesture_raw,Preparation,5,3.0611939430236816,0,181989,37453,19134,1725
monks3,0,2,0.0069692134857177734,0,137,134,53,53
monks3,0,3,0.015292167663574219,0,548,454,216,195
monks3,0,5,0.03020477294921875,0,1438,598,298,250
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,2,0.0032033920288085938,0,1,0,0,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,3,0.0032961368560791016,0,1,0,0,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,5,0.0032434463500976562,0,1,0,0,0
wall2,Slight-Right-Turn,2,0.004951953887939453,0,21,8,5,5
wall2,Slight-Right-Turn,3,0.005084514617919922,0,21,8,5,5
wall2,Slight-Right-Turn,5,0.004984855651855469,0,21,8,5,5
abalone,1,2,0.018924713134765625,0,452,333,131,127
abalone,1,3,0.04478025436401367,0,1812,820,393,312
abalone,1,5,0.10364627838134766,0,5516,1541,860,521
wholesale,2,2,0.011041879653930664,0,324,250,144,138
wholesale,2,3,0.024035215377807617,0,1272,396,292,238
wholesale,2,5,0.033858537673950195,0,2168,384,323,269
soybean_large,purple-seed-stain,2,0.04600119590759277,0,2452,910,738,402
soybean_large,purple-seed-stain,3,0.12122988700866699,0,7865,2459,2448,792
soybean_large,purple-seed-stain,5,0.551903486251831,0,41741,11275,11274,1120
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,2,0.03934526443481445,0,276,276,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,3,0.07852435111999512,0,1526,1526,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,5,0.2285773754119873,0,7776,4651,0,0
onehund_mar,Acer Capillipes,2,0.10025715827941895,0,4456,820,765,443
onehund_mar,Acer Capillipes,3,0.5385046005249023,0,31872,3728,3676,1155
onehund_mar,Acer Capillipes,5,10.004178524017334,0,695506,75652,75597,1920
jEdit_4.2_4.3,1,2,0.012112855911254883,0,368,295,154,143
jEdit_4.2_4.3,1,3,0.03493165969848633,0,1868,707,461,287
jEdit_4.2_4.3,1,5,0.07989788055419922,0,5692,1241,825,361
hiv_impens,1,2,0.09853577613830566,0,8800,336,162,149
hiv_impens,1,3,0.17087888717651367,0,16521,339,163,150
hiv_impens,1,5,0.17336225509643555,0,16617,339,163,150
abalone_ori,18,2,0.017746448516845703,0,436,265,156,146
abalone_ori,18,3,0.04174637794494629,0,1676,576,430,318
abalone_ori,18,5,0.08267521858215332,0,4216,1017,887,506
ada_agnostic,2,2,0.11702394485473633,0,3182,1830,1264,468
ada_agnostic,2,3,0.9204826354980469,0,32221,15624,11229,724
ada_agnostic,2,5,63.21770215034485,0,2190320,1050339,842920,2833
pitt1_1,DECK,2,0.007016181945800781,0,222,66,34,34
pitt1_1,DECK,3,0.009280920028686523,0,384,93,44,44
pitt1_1,DECK,5,0.009975910186767578,0,416,95,45,45
hiv_1625,1,2,0.07505655288696289,0,5421,379,293,264
hiv_1625,1,3,0.11519885063171387,0,9181,362,357,325
hiv_1625,1,5,0.16954851150512695,0,13461,495,493,464
mfeat-factors,7,2,1.0738117694854736,0,55549,2546,1845,867
mfeat-factors,7,3,5.704594373703003,0,334773,15255,6052,2082
mfeat-factors,7,5,28.131240129470825,0,2022281,42594,20794,5001
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,2,0.01091456413269043,0,276,276,133,127
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,3,0.02964496612548828,0,1526,606,329,235
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,5,0.03980851173400879,0,2406,606,329,235
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,2,4.244274139404297,0,76401,76401,38669,732
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,3,303.65318727493286,0,9196401,76401,38669,732
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,5,303.0500931739807,0,9196401,76401,38669,732
Seismic-Bumps_UCI_,1,2,0.02837204933166504,0,795,668,310,233
Seismic-Bumps_UCI_,1,3,0.07903480529785156,0,2973,1992,1171,602
Seismic-Bumps_UCI_,1,5,0.5020811557769775,0,22199,12082,6875,1445
pitt2_4,S,2,0.006635427474975586,0,176,67,36,36
pitt2_4,S,3,0.009897708892822266,0,395,114,56,56
pitt2_4,S,5,0.010740518569946289,0,475,122,58,58
lenses,softCL,2,0.0039005279541015625,0,20,5,3,3
lenses,softCL,3,0.0037779808044433594,0,20,5,3,3
lenses,softCL,5,0.0038743019104003906,0,20,5,3,3
statlog_ls,5,2,0.11574482917785645,0,3573,1077,679,463
statlog_ls,5,3,0.7223224639892578,0,36221,6010,4032,1718
statlog_ls,5,5,7.723091125488281,0,458153,33225,28001,4356
EqualDist_Random-Synthetic__2_14_5644_,1,2,0.07877373695373535,0,2527,2527,1265,331
EqualDist_Random-Synthetic__2_14_5644_,1,3,1.030470609664917,0,52792,21842,12576,705
EqualDist_Random-Synthetic__2_14_5644_,1,5,6.302561521530151,0,422629,32422,20314,978
thyroid_sick,sick.,2,0.047110557556152344,0,1421,904,485,302
thyroid_sick,sick.,3,0.2491893768310547,0,10055,3498,2280,756
thyroid_sick,sick.,5,5.7330358028411865,0,253535,55288,36941,3198
BreastCancerWisconsin_UCI_,4,2,0.05179858207702637,0,3077,288,203,193
BreastCancerWisconsin_UCI_,4,3,0.08924078941345215,0,7585,371,222,210
BreastCancerWisconsin_UCI_,4,5,0.10109305381774902,0,8626,396,222,208
pamap2,1,2,0.39525628089904785,0,4129,949,740,323
pamap2,1,3,0.6309092044830322,0,12545,1141,1023,553
pamap2,1,5,1.9603123664855957,0,68017,7588,7476,1455
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,2,0.003745555877685547,0,9,9,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,3,0.0036880970001220703,0,9,9,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,5,0.0036237239837646484,0,9,9,0,0
visualizing_livestock,4,2,0.004073619842529297,0,31,4,2,2
visualizing_livestock,4,3,0.004001140594482422,0,31,4,2,2
visualizing_livestock,4,5,0.004088401794433594,0,31,4,2,2
volcanoes-a2,4,2,0.00550389289855957,0,61,42,22,22
volcanoes-a2,4,3,0.006630420684814453,0,121,61,41,41
volcanoes-a2,4,5,0.006610870361328125,0,121,61,41,41
blogger,no,2,0.006026744842529297,0,99,50,18,18
blogger,no,3,0.007615089416503906,0,192,77,22,22
blogger,no,5,0.007760763168334961,0,222,86,23,23
grammatical_a5,1,2,2.5889992713928223,0,150108,5113,4801,1262
grammatical_a5,1,3,29.806427240371704,0,1747146,49982,49211,3454
grammatical_a5,1,5,-1.0,1,-1,-1,-1,-1
prnn_crabs,1,2,0.009810447692871094,0,315,175,85,85
prnn_crabs,1,3,0.022508621215820312,0,1279,384,210,167
prnn_crabs,1,5,0.0361170768737793,0,2271,513,322,266
hepatitis,1,2,0.021033525466918945,0,983,401,221,185
hepatitis,1,3,0.06132674217224121,0,4081,758,548,345
hepatitis,1,5,0.19405531883239746,0,16523,1278,976,543
