dataset_name,target_value,depth,DFS_BSD_DP_FC (PS)-real_time_taken,DFS_BSD_DP_FC (PS)-failed,DFS_BSD_DP_FC (PS)-sgs_evaluated,DFS_BSD_DP_FC (PS)-sgs_eval_interesting,DFS_BSD_DP_FC (PS)-sgs_quality_interesting,DFS_BSD_DP_FC (PS)-sgs_top_k_interesting
EqualDist_Random-Synthetic__2_7_7307_,0,5,0.35110998153686523,0,14941,7231,8019,617
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,2,0.9018361568450928,0,276,276,132,124
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,3,1.429478406906128,0,1526,1274,743,271
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,5,2.560994863510132,0,5261,2745,2581,383
satimage,5,2,0.27231526374816895,0,9993,938,3233,422
satimage,5,3,1.0843992233276367,0,48317,4686,23287,1194
satimage,5,5,8.434107303619385,0,405393,25108,227920,2350
turkiye,11,2,0.2945067882537842,0,11479,2686,4926,459
turkiye,11,3,1.984360933303833,0,88269,14397,41535,547
turkiye,11,5,54.71699142456055,0,2621814,505892,1061747,1326
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,2,1.3543519973754883,0,911,168,377,139
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,3,1.9614007472991943,0,2976,203,2431,193
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,5,2.0926294326782227,0,3466,203,2921,193
auto2, class2,2,11.800710678100586,0,303676,303270,151921,713
auto2, class2,3,-1.0,1,-1,-1,-1,-1
auto2, class2,5,-1.0,1,-1,-1,-1,-1
oil_spill,2,2,0.3368697166442871,0,17439,982,7016,350
oil_spill,2,3,0.735152006149292,0,37365,1202,21606,455
oil_spill,2,5,1.2239809036254883,0,63164,2068,40934,600
DryBeans,HOROZ,2,0.08562397956848145,0,1821,481,507,261
DryBeans,HOROZ,3,0.1735241413116455,0,5353,1025,1868,550
DryBeans,HOROZ,5,0.5186595916748047,0,21293,3233,7950,1444
spectf_heart,0,2,0.27646398544311523,0,15213,2189,7395,484
spectf_heart,0,3,2.150627851486206,0,121705,2552,79548,547
spectf_heart,0,5,2.680671453475952,0,153277,2624,101026,555
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,2,27.981244802474976,0,256,252,182,131
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,3,46.81224012374878,0,1311,401,990,159
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,5,54.261372089385986,0,1916,474,1497,253
planning,2,2,0.02646327018737793,0,1105,720,494,215
planning,2,3,0.17234492301940918,0,9869,907,4324,244
planning,2,5,0.22205162048339844,0,12669,942,5611,248
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,2,0.00455164909362793,0,7,6,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,3,0.004654645919799805,0,7,6,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,5,0.004785060882568359,0,7,6,4,4
trains,west,2,0.007508993148803711,0,81,1,32,0
trains,west,3,0.00759124755859375,0,81,1,32,0
trains,west,5,0.007592439651489258,0,81,1,32,0
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,2,1.7404539585113525,0,76401,6261,40530,191
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,3,17.386333465576172,0,878781,6261,496639,191
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,5,17.44622015953064,0,878781,6261,496639,191
appendicitis,1,2,0.010424137115478516,0,345,81,105,34
appendicitis,1,3,0.01643824577331543,0,669,119,207,64
appendicitis,1,5,0.01856517791748047,0,809,140,259,84
mc2,2,2,0.1717851161956787,0,9678,1105,3916,353
mc2,2,3,0.5802135467529297,0,34780,3257,15661,609
mc2,2,5,4.813592433929443,0,294910,31094,149883,938
breast_cancer_wis_ori,M,2,0.13968896865844727,0,7053,389,2887,327
breast_cancer_wis_ori,M,3,0.24939393997192383,0,12961,438,7674,403
breast_cancer_wis_ori,M,5,0.40102601051330566,0,20977,619,14191,576
urban,shadow ,2,2.7210540771484375,0,138389,1143,64385,539
urban,shadow ,3,4.918537616729736,0,251833,4433,162301,924
urban,shadow ,5,75.078604221344,0,3827033,99505,3404669,1385
parkinsons,0,2,0.07112908363342285,0,3737,553,1462,294
parkinsons,0,3,0.20501995086669922,0,11757,732,5143,379
parkinsons,0,5,0.4328145980834961,0,26053,1236,10700,518
haberman,2,2,0.004791975021362305,0,52,50,29,28
haberman,2,3,0.005880832672119141,0,100,57,53,29
haberman,2,5,0.005808353424072266,0,100,57,53,29
pitt1_3,LONG,2,0.00836944580078125,0,239,68,102,37
pitt1_3,LONG,3,0.011716127395629883,0,412,95,182,50
pitt1_3,LONG,5,0.012234687805175781,0,446,97,193,51
NormalDist_Random-Synthetic__2_8_5616_,0,2,0.028344392776489258,0,666,634,315,206
NormalDist_Random-Synthetic__2_8_5616_,0,3,0.13474607467651367,0,5454,3265,2732,415
NormalDist_Random-Synthetic__2_8_5616_,0,5,0.7480597496032715,0,34128,8500,18568,652
musk,2,2,4.9202680587768555,0,187564,3098,87299,602
musk,2,3,14.008753538131714,0,571088,8399,371949,863
musk,2,5,103.28491115570068,0,4541930,71997,3098785,1143
car,good,2,0.00868844985961914,0,139,105,101,101
car,good,3,0.020718097686767578,0,505,296,359,202
car,good,5,0.02907562255859375,0,1057,401,693,275
libras,4,2,0.6974563598632812,0,37397,920,17012,507
libras,4,3,2.126970052719116,0,116073,2814,73365,1084
libras,4,5,38.83868408203125,0,2137529,43159,1611761,1886
monks2,1,2,0.007400989532470703,0,137,137,91,91
monks2,1,3,0.017020463943481445,0,574,541,321,216
monks2,1,5,0.039444684982299805,0,1633,783,968,289
onehund_tex,Acer Capillipes,2,0.25989794731140137,0,11771,991,4890,352
onehund_tex,Acer Capillipes,3,0.8182716369628906,0,39251,3641,22307,508
onehund_tex,Acer Capillipes,5,4.918271064758301,0,239748,22791,161423,967
grammatical_b3,0,2,2.8571114540100098,0,148540,2267,94733,556
grammatical_b3,0,3,19.835842847824097,0,1072898,26508,725756,810
grammatical_b3,0,5,-1.0,1,-1,-1,-1,-1
volcanoes-a4,5,2,0.005570411682128906,0,61,47,18,18
volcanoes-a4,5,3,0.007226705551147461,0,117,66,37,37
volcanoes-a4,5,5,0.0068798065185546875,0,117,66,37,37
chronic_kidney_disease,ckd,2,0.050173044204711914,0,2395,461,1118,269
chronic_kidney_disease,ckd,3,0.1285417079925537,0,6786,854,3812,524
chronic_kidney_disease,ckd,5,0.432650089263916,0,24534,3139,12390,853
PopularKids,2,2,0.018050432205200195,0,671,456,294,175
PopularKids,2,3,0.07541084289550781,0,3822,1257,1656,321
PopularKids,2,5,0.28545236587524414,0,16293,2683,6619,492
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,2,0.48979806900024414,0,4601,4601,2350,341
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,3,5.608927249908447,0,124601,34094,64694,437
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,5,31.35508966445923,0,759541,34094,440886,437
yeast,ME1,2,0.010535717010498047,0,198,133,78,78
yeast,ME1,3,0.01858210563659668,0,552,249,319,202
yeast,ME1,5,0.03382229804992676,0,1235,341,870,288
auto8,class9,2,112.3137092590332,0,5914971,128045,2921526,933
auto8,class9,3,-1.0,1,-1,-1,-1,-1
auto8,class9,5,-1.0,1,-1,-1,-1,-1
analcatdata_dmft,1,2,0.008831262588500977,0,171,122,67,54
analcatdata_dmft,1,3,0.013336420059204102,0,394,225,163,104
analcatdata_dmft,1,5,0.015683650970458984,0,469,232,198,109
pc2,2,2,0.16239261627197266,0,4706,754,1365,388
pc2,2,3,0.6336758136749268,0,23144,4844,8748,1100
pc2,2,5,14.295147180557251,0,610683,129810,238742,3366
scene,2,2,14.429020643234253,0,627091,8043,344723,673
scene,2,3,23.723531007766724,0,1038145,10647,658140,975
scene,2,5,15.72323751449585,0,707503,9184,401461,1233
first,1,2,0.49463748931884766,0,16587,3191,7199,458
first,1,3,2.049572706222534,0,74343,11141,42209,963
first,1,5,5.955918550491333,0,227474,42455,139745,2363
ecoli,om,2,0.008385181427001953,0,165,86,66,58
ecoli,om,3,0.015811443328857422,0,505,189,220,143
ecoli,om,5,0.025980234146118164,0,1065,242,501,198
grammatical_a7,1,2,2.4196937084198,0,116006,4009,77688,737
grammatical_a7,1,3,32.0613477230072,0,1588419,99244,1251498,1446
grammatical_a7,1,5,-1.0,1,-1,-1,-1,-1
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,2,25.53335928916931,0,52655,21535,24356,409
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,3,780.2735052108765,0,2553388,367863,1100851,450
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,5,-1.0,1,-1,-1,-1,-1
parkinson_speech,0,2,0.11615705490112305,0,5210,688,2974,226
parkinson_speech,0,3,0.3925323486328125,0,19470,809,13985,343
parkinson_speech,0,5,0.6967003345489502,0,33611,963,25791,391
grammatical_b9,1,2,3.20389986038208,0,157460,3146,119773,434
grammatical_b9,1,3,23.422234296798706,0,1200861,15796,976539,544
grammatical_b9,1,5,279.909960269928,0,14394235,133362,11650431,626
climate,0,2,0.06790471076965332,0,3044,977,1436,306
climate,0,3,0.35564446449279785,0,18272,1231,12410,429
climate,0,5,0.657036304473877,0,34412,1225,22226,428
isolet,14,2,34.51171040534973,0,1109270,12832,784820,1047
isolet,14,3,202.45022106170654,0,6277830,191728,5054167,2040
isolet,14,5,-1.0,1,-1,-1,-1,-1
auto7_3,class3,2,0.02095818519592285,0,734,663,341,227
auto7_3,class3,3,0.14084410667419434,0,7077,2570,3348,495
auto7_3,class3,5,0.5182509422302246,0,28270,3719,15001,596
volcanoes-d3,3,2,0.009588956832885742,0,61,56,17,17
volcanoes-d3,3,3,0.011095285415649414,0,125,88,35,35
volcanoes-d3,3,5,0.011816024780273438,0,125,88,35,35
Diabetic,0,2,0.049421072006225586,0,1936,1174,944,281
Diabetic,0,3,0.20648860931396484,0,9688,2363,5433,383
Diabetic,0,5,0.9450325965881348,0,45767,5920,32147,555
ar4,2,2,0.0900278091430664,0,4887,512,1819,241
ar4,2,3,0.25932931900024414,0,15134,1678,8145,341
ar4,2,5,2.62959623336792,0,154873,12668,96851,472
auto5, class3,2,2.135676383972168,0,112112,10653,52433,616
auto5, class3,3,22.745909214019775,0,1247141,12202,852467,827
auto5, class3,5,35.2862114906311,0,1919622,12391,1389675,872
Chess_King-Rookvs.King-Pawn__UCI_,nowin,2,0.07734251022338867,0,2618,1499,1382,394
Chess_King-Rookvs.King-Pawn__UCI_,nowin,3,0.5583024024963379,0,23078,9786,12605,672
Chess_King-Rookvs.King-Pawn__UCI_,nowin,5,9.91121244430542,0,410404,115780,239923,1157
bankruptcy,1,2,0.0068454742431640625,0,161,19,89,11
bankruptcy,1,3,0.00721430778503418,0,161,19,89,11
bankruptcy,1,5,0.007162570953369141,0,161,19,89,11
onehund_sha,Acer Capillipes,2,0.38164591789245605,0,17445,496,6485,347
onehund_sha,Acer Capillipes,3,0.6743602752685547,0,33297,731,14427,529
onehund_sha,Acer Capillipes,5,1.0727131366729736,0,54937,1326,25377,728
pc3,2,2,0.17587971687316895,0,7841,1106,3304,375
pc3,2,3,0.7682416439056396,0,37633,3968,18148,591
pc3,2,5,5.060310125350952,0,273848,34705,118769,1484
Marketing_EoSL_,9,2,0.07724857330322266,0,2570,646,764,253
Marketing_EoSL_,9,3,0.19934654235839844,0,8084,1120,3131,473
Marketing_EoSL_,9,5,0.3482370376586914,0,15154,1619,7560,739
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,2,0.041434288024902344,0,256,252,182,148
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,3,0.0780487060546875,0,1311,671,990,276
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,5,0.13891220092773438,0,3391,1244,2972,415
wpbc,R,2,0.1566486358642578,0,8452,1531,3905,342
wpbc,R,3,0.8301105499267578,0,46353,1686,27074,412
wpbc,R,5,1.4406507015228271,0,82535,2420,48640,425
volcanoes-a3,4,2,0.0058557987213134766,0,61,42,25,25
volcanoes-a3,4,3,0.0073969364166259766,0,121,61,44,44
volcanoes-a3,4,5,0.007162809371948242,0,121,61,44,44
winsconsin,4,2,0.010512590408325195,0,234,195,158,131
winsconsin,4,3,0.02636885643005371,0,919,436,705,324
winsconsin,4,5,0.04436230659484863,0,1662,606,1357,489
optical,5,2,0.45412588119506836,0,14196,1736,5746,484
optical,5,3,1.851511001586914,0,57163,7776,31025,775
optical,5,5,22.092679977416992,0,660477,111731,446013,1906
NormalDist_Random-Synthetic__2_12_5886_,0,2,0.05087423324584961,0,1373,1135,701,271
NormalDist_Random-Synthetic__2_12_5886_,0,3,0.37684202194213867,0,16291,7401,8256,436
NormalDist_Random-Synthetic__2_12_5886_,0,5,4.633609294891357,0,221418,31011,119567,702
horse_colic_lesion,1,2,0.005491971969604492,0,1,0,0,0
horse_colic_lesion,1,3,0.0055332183837890625,0,1,0,0,0
horse_colic_lesion,1,5,0.005557060241699219,0,1,0,0,0
contraceptive,3,2,0.015762805938720703,0,427,364,195,158
contraceptive,3,3,0.06098651885986328,0,2581,1225,1203,311
contraceptive,3,5,0.17379283905029297,0,8105,2563,4394,548
heart_switzerland,1,2,0.010647296905517578,0,341,84,132,52
heart_switzerland,1,3,0.021626710891723633,0,942,163,355,118
heart_switzerland,1,5,0.03293323516845703,0,1550,252,641,189
saheart,1,2,0.01644134521484375,0,547,487,291,194
saheart,1,3,0.07998991012573242,0,3985,865,2131,323
saheart,1,5,0.14482522010803223,0,7667,914,4416,339
analcatdata_boxing2,2,2,0.007394552230834961,0,204,36,89,16
analcatdata_boxing2,2,3,0.009742259979248047,0,336,36,150,16
analcatdata_boxing2,2,5,0.00976109504699707,0,336,36,150,16
analcatdata_lawsuit,2,2,0.005176067352294922,0,65,33,22,21
analcatdata_lawsuit,2,3,0.0060727596282958984,0,103,45,43,32
analcatdata_lawsuit,2,5,0.006448984146118164,0,109,46,47,33
pc1_req,2,2,0.008069753646850586,0,161,104,70,49
pc1_req,2,3,0.01782846450805664,0,670,352,254,142
pc1_req,2,5,0.04168534278869629,0,1948,790,735,216
robot1,collision,2,0.012454032897949219,0,305,237,171,139
robot1,collision,3,0.030565261840820312,0,1201,407,796,228
robot1,collision,5,0.06619119644165039,0,3057,750,1842,367
credit-g,1,2,0.06798219680786133,0,3027,1121,1491,251
credit-g,1,3,0.2666056156158447,0,13184,2480,7847,371
credit-g,1,5,0.5176892280578613,0,25377,4409,16727,653
lsvt,1,2,8.167775392532349,0,454334,1746,260123,476
lsvt,1,3,14.185956478118896,0,788931,4317,510185,595
lsvt,1,5,36.86164402961731,0,2130760,96324,1338268,678
acute-inflammations,2,2,0.005819559097290039,0,69,54,43,42
acute-inflammations,2,3,0.008801698684692383,0,183,111,122,97
acute-inflammations,2,5,0.010778665542602539,0,283,142,197,133
cardio10,8,2,0.0514674186706543,0,1830,503,607,290
cardio10,8,3,0.13788175582885742,0,6324,1086,2561,685
cardio10,8,5,0.4609055519104004,0,22614,2715,10684,1473
phishing,-1,2,0.1324911117553711,0,2246,1067,1169,347
phishing,-1,3,0.5707507133483887,0,12633,3806,7898,679
phishing,-1,5,6.6438000202178955,0,156820,36053,112979,2087
prnn_synth,1,2,0.004391908645629883,0,25,19,12,9
prnn_synth,1,3,0.0044062137603759766,0,25,19,12,9
prnn_synth,1,5,0.004586219787597656,0,25,19,12,9
mice,t-SC-s,2,0.8876307010650635,0,45685,1105,19086,538
mice,t-SC-s,3,1.404036283493042,0,73815,1373,39045,850
mice,t-SC-s,5,1.8702726364135742,0,98081,1841,56625,1476
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,2,0.05817365646362305,0,171,171,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,3,0.07596087455749512,0,671,671,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,5,0.10236310958862305,0,1296,1296,0,0
grammatical_a4,1,2,2.364102363586426,0,115429,10730,84137,757
grammatical_a4,1,3,82.67288422584534,0,4259373,398845,3254824,1245
grammatical_a4,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_7_7283_,1,2,0.026639461517333984,0,494,479,237,175
NormalDist_Random-Synthetic__2_7_7283_,1,3,0.09496927261352539,0,3450,2383,1801,358
NormalDist_Random-Synthetic__2_7_7283_,1,5,0.40175580978393555,0,17265,6113,9711,537
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,2,0.12855839729309082,0,4601,1988,2227,326
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,3,1.0721614360809326,0,50491,10505,23654,521
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,5,5.408093452453613,0,271261,14148,121130,604
grammatical_b2,1,2,3.8892836570739746,0,187953,11375,120482,682
grammatical_b2,1,3,86.49464869499207,0,4389884,228536,3044225,1141
grammatical_b2,1,5,-1.0,1,-1,-1,-1,-1
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,2,0.10457348823547363,0,4601,1629,1984,256
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,3,0.8511791229248047,0,50221,1629,17566,256
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,5,0.8577671051025391,0,50221,1629,17566,256
grammatical_b6,1,2,3.3084750175476074,0,157994,4654,114260,935
grammatical_b6,1,3,40.5097234249115,0,2045987,76627,1587424,1672
grammatical_b6,1,5,-1.0,1,-1,-1,-1,-1
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,2,0.01294255256652832,0,236,228,117,107
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,3,0.02937912940979004,0,961,282,657,111
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,5,0.03693413734436035,0,1336,282,1032,111
gesture_raw,Preparation,2,0.09052634239196777,0,2813,1321,1186,322
gesture_raw,Preparation,3,0.4509851932525635,0,20669,4026,8551,598
gesture_raw,Preparation,5,3.4410388469696045,0,176201,34898,51836,1282
monks3,0,2,0.00732731819152832,0,137,134,53,53
monks3,0,3,0.016219615936279297,0,546,448,218,196
monks3,0,5,0.034047842025756836,0,1398,574,648,246
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,2,0.0036923885345458984,0,1,0,0,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,3,0.0037469863891601562,0,1,0,0,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,5,0.003572702407836914,0,1,0,0,0
wall2,Slight-Right-Turn,2,0.005703926086425781,0,21,8,5,5
wall2,Slight-Right-Turn,3,0.005573272705078125,0,21,8,5,5
wall2,Slight-Right-Turn,5,0.005692005157470703,0,21,8,5,5
abalone,1,2,0.019870281219482422,0,452,318,155,127
abalone,1,3,0.050766706466674805,0,1888,790,636,295
abalone,1,5,0.0960235595703125,0,4112,986,1460,480
wholesale,2,2,0.01169729232788086,0,324,246,150,139
wholesale,2,3,0.030732154846191406,0,1304,381,742,227
wholesale,2,5,0.0462794303894043,0,2160,367,1331,259
soybean_large,purple-seed-stain,2,0.06463932991027832,0,3097,876,1125,402
soybean_large,purple-seed-stain,3,0.19897198677062988,0,10633,2340,4592,765
soybean_large,purple-seed-stain,5,0.8452541828155518,0,49751,11304,21088,1099
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,2,0.042165517807006836,0,276,276,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,3,0.08002495765686035,0,1526,1526,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,5,0.24906110763549805,0,7776,4651,0,0
onehund_mar,Acer Capillipes,2,0.3455648422241211,0,14853,728,6249,416
onehund_mar,Acer Capillipes,3,1.1077632904052734,0,52963,3150,26325,767
onehund_mar,Acer Capillipes,5,13.032988786697388,0,701415,73424,355053,1193
jEdit_4.2_4.3,1,2,0.012525796890258789,0,368,293,181,139
jEdit_4.2_4.3,1,3,0.04051399230957031,0,1873,691,879,275
jEdit_4.2_4.3,1,5,0.10639381408691406,0,5612,1198,2537,349
hiv_impens,1,2,0.14724946022033691,0,8838,323,2262,144
hiv_impens,1,3,0.2624068260192871,0,16350,325,3199,145
hiv_impens,1,5,0.25647497177124023,0,16427,325,3206,145
abalone_ori,18,2,0.019097089767456055,0,436,265,158,144
abalone_ori,18,3,0.04627180099487305,0,1708,536,622,299
abalone_ori,18,5,0.0982201099395752,0,4232,951,1521,460
ada_agnostic,2,2,0.15334224700927734,0,4820,1784,2030,461
ada_agnostic,2,3,1.0658619403839111,0,36625,15610,18487,732
ada_agnostic,2,5,66.33610272407532,0,2197567,1049480,1196535,2617
pitt1_1,DECK,2,0.008333206176757812,0,222,66,84,34
pitt1_1,DECK,3,0.011800527572631836,0,384,93,150,44
pitt1_1,DECK,5,0.01247096061706543,0,416,95,162,45
hiv_1625,1,2,0.1705026626586914,0,9661,343,1960,234
hiv_1625,1,3,0.2622108459472656,0,15181,400,3585,300
hiv_1625,1,5,0.3553142547607422,0,20301,520,4745,411
mfeat-factors,7,2,4.2946107387542725,0,196045,1284,115777,644
mfeat-factors,7,3,8.158747673034668,0,382353,2182,276368,924
mfeat-factors,7,5,17.65525221824646,0,840377,3432,683691,1214
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,2,0.010926961898803711,0,276,276,133,127
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,3,0.036585092544555664,0,1526,597,843,223
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,5,0.05293631553649902,0,2381,597,1315,223
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,2,4.527073860168457,0,76401,76401,38669,212
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,3,406.63810753822327,0,9196401,76401,5050547,212
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,5,410.2135810852051,0,9196401,76401,5050547,212
Seismic-Bumps_UCI_,1,2,0.030147075653076172,0,810,655,358,226
Seismic-Bumps_UCI_,1,3,0.09357619285583496,0,3432,1923,1905,571
Seismic-Bumps_UCI_,1,5,0.5495460033416748,0,22846,11770,13726,1272
pitt2_4,S,2,0.0077669620513916016,0,176,67,83,36
pitt2_4,S,3,0.011612176895141602,0,395,114,169,56
pitt2_4,S,5,0.013343334197998047,0,475,122,197,58
lenses,softCL,2,0.004341840744018555,0,20,5,10,3
lenses,softCL,3,0.0044972896575927734,0,20,5,10,3
lenses,softCL,5,0.00448298454284668,0,20,5,10,3
statlog_ls,5,2,0.2824437618255615,0,9993,938,3233,422
statlog_ls,5,3,1.1432909965515137,0,48317,4686,23287,1194
statlog_ls,5,5,8.730769157409668,0,405393,25108,227920,2350
EqualDist_Random-Synthetic__2_14_5644_,1,2,0.07921957969665527,0,2527,2527,1265,304
EqualDist_Random-Synthetic__2_14_5644_,1,3,1.1373236179351807,0,52792,20648,27167,558
EqualDist_Random-Synthetic__2_14_5644_,1,5,7.88912558555603,0,382601,29146,226760,666
thyroid_sick,sick.,2,0.05777335166931152,0,1842,901,693,304
thyroid_sick,sick.,3,0.28982114791870117,0,11216,3460,4838,773
thyroid_sick,sick.,5,6.256365537643433,0,255043,54948,117119,3110
BreastCancerWisconsin_UCI_,4,2,0.0649261474609375,0,3288,241,2062,168
BreastCancerWisconsin_UCI_,4,3,0.11342740058898926,0,6415,284,3529,189
BreastCancerWisconsin_UCI_,4,5,0.13036632537841797,0,7388,315,3914,192
pamap2,1,2,1.2183008193969727,0,20169,832,2516,342
pamap2,1,3,1.6773066520690918,0,33345,1036,9587,497
pamap2,1,5,2.1298046112060547,0,47877,1034,21385,631
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,2,0.0038149356842041016,0,9,9,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,3,0.004055500030517578,0,9,9,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,5,0.003986358642578125,0,9,9,0,0
visualizing_livestock,4,2,0.004544973373413086,0,31,4,2,2
visualizing_livestock,4,3,0.00455474853515625,0,31,4,2,2
visualizing_livestock,4,5,0.004651069641113281,0,31,4,2,2
volcanoes-a2,4,2,0.005808830261230469,0,61,42,22,22
volcanoes-a2,4,3,0.007434368133544922,0,121,61,41,41
volcanoes-a2,4,5,0.0072023868560791016,0,121,61,41,41
blogger,no,2,0.006325960159301758,0,99,50,48,18
blogger,no,3,0.007812976837158203,0,192,77,78,22
blogger,no,5,0.008246898651123047,0,222,86,87,23
grammatical_a5,1,2,3.803673505783081,0,187667,3101,152228,518
grammatical_a5,1,3,27.84257197380066,0,1420249,29952,1149077,668
grammatical_a5,1,5,-1.0,1,-1,-1,-1,-1
prnn_crabs,1,2,0.010458707809448242,0,315,175,109,85
prnn_crabs,1,3,0.026195764541625977,0,1271,381,413,165
prnn_crabs,1,5,0.043150901794433594,0,2227,499,673,269
hepatitis,1,2,0.025951862335205078,0,1063,404,459,182
hepatitis,1,3,0.08986353874206543,0,4571,729,2263,340
hepatitis,1,5,0.3076932430267334,0,16659,1207,8639,522
