dataset_name,target_value,depth,DFS_BSD_DP_FC_qf05 (PS)-real_time_taken,DFS_BSD_DP_FC_qf05 (PS)-failed,DFS_BSD_DP_FC_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_FC_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_FC_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_FC_qf05 (PS)-sgs_top_k_interesting
credit,+,2,0.03799867630004883,0,1483,829,640,287
credit,+,3,0.13385891914367676,0,6404,1723,3257,507
credit,+,5,0.3680582046508789,0,17941,2630,10970,897
lymphography,fibrosis,2,0.022664308547973633,0,870,209,330,151
lymphography,fibrosis,3,0.08812952041625977,0,4768,609,1537,228
lymphography,fibrosis,5,0.26482152938842773,0,15640,1096,4256,263
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,2,0.05767178535461426,0,156,152,109,103
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,3,0.07325601577758789,0,546,291,434,187
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,5,0.08494830131530762,0,796,416,684,255
ring,0,2,0.11653661727905273,0,3121,1875,1556,365
ring,0,3,1.1924262046813965,0,48437,5234,30508,717
ring,0,5,4.647965669631958,0,209337,10484,129587,1159
mc1,2,2,0.19967103004455566,0,4325,2472,1248,314
mc1,2,3,2.365290641784668,0,74300,31710,23426,775
mc1,2,5,130.45975160598755,0,5061055,1712327,1759070,1637
thyroid_allhyper,goitre.,2,0.04915022850036621,0,1469,924,550,279
thyroid_allhyper,goitre.,3,0.38845300674438477,0,15813,7378,6407,623
thyroid_allhyper,goitre.,5,11.222042560577393,0,497610,149708,226283,1036
mammographics,1,2,0.008904218673706055,0,183,118,94,66
mammographics,1,3,0.018485069274902344,0,672,269,305,135
mammographics,1,5,0.02365589141845703,0,921,291,443,148
dresses,1,2,0.1092681884765625,0,6894,828,1580,218
dresses,1,3,0.7922878265380859,0,55799,3116,9571,382
dresses,1,5,3.3443071842193604,0,244596,6023,32059,462
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,2,0.0033473968505859375,0,1,0,0,0
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,3,0.003503084182739258,0,1,0,0,0
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,5,0.0033102035522460938,0,1,0,0,0
thyroid_new_thyroid,2,2,0.007262706756591797,0,149,59,43,31
thyroid_new_thyroid,2,3,0.010401248931884766,0,321,72,104,44
thyroid_new_thyroid,2,5,0.010805368423461914,0,349,78,115,50
Balance_UCI_,R,2,0.008038759231567383,0,171,165,75,75
Balance_UCI_,R,3,0.017281532287597656,0,651,165,307,75
Balance_UCI_,R,5,0.01730966567993164,0,651,165,307,75
vert2,NO,2,0.01003122329711914,0,265,196,128,115
vert2,NO,3,0.0277252197265625,0,1217,320,539,176
vert2,NO,5,0.03703737258911133,0,1769,341,765,187
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,2,14.906400203704834,0,1079,1079,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,3,64.4325680732727,0,13084,13084,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,5,326.900527715683,0,97119,13084,0,0
rmftsa_sleepdata,3,2,0.004763603210449219,0,25,22,7,7
rmftsa_sleepdata,3,3,0.004714488983154297,0,25,22,7,7
rmftsa_sleepdata,3,5,0.00493621826171875,0,25,22,7,7
thoracic-surgery,1,2,0.025208473205566406,0,885,624,463,228
thoracic-surgery,1,3,0.16234707832336426,0,8166,4612,3769,354
thoracic-surgery,1,5,2.366605758666992,0,127461,54320,50830,472
kc3,2,2,0.1297452449798584,0,6601,2842,2650,352
kc3,2,3,1.8541765213012695,0,105995,35897,48335,702
kc3,2,5,105.73535346984863,0,6308184,1605616,2716897,1532
tae,2,2,0.006491661071777344,0,111,70,49,33
tae,2,3,0.009877204895019531,0,281,124,119,58
tae,2,5,0.012735366821289062,0,411,138,177,65
leaf,32,2,0.03352952003479004,0,1457,441,547,239
leaf,32,3,0.1361086368560791,0,7482,1611,2758,326
leaf,32,5,0.44316911697387695,0,25616,3621,10122,439
australian,1,2,0.024235010147094727,0,821,707,387,252
australian,1,3,0.10901474952697754,0,5123,1822,2860,496
australian,1,5,0.3599681854248047,0,17327,2995,11235,842
dermatology,4,2,0.08676362037658691,0,4549,1511,1380,397
dermatology,4,3,0.7725043296813965,0,43632,10106,16418,837
dermatology,4,5,14.707332372665405,0,844567,144613,393881,1717
Heart_Statlog__UCI_,2,2,0.02137613296508789,0,758,591,379,220
Heart_Statlog__UCI_,2,3,0.08185338973999023,0,3819,1128,2360,419
Heart_Statlog__UCI_,2,5,0.20435285568237305,0,10046,1470,7406,564
Census-Income_KDD__UCI_,50000+,2,10.639360904693604,0,82059,3331,21185,532
Census-Income_KDD__UCI_,50000+,3,42.845502614974976,0,353206,18138,128319,868
Census-Income_KDD__UCI_,50000+,5,723.8892481327057,0,6420210,413585,2306307,2308
japanese,+,2,0.036318302154541016,0,1483,829,640,287
japanese,+,3,0.13275456428527832,0,6404,1723,3257,507
japanese,+,5,0.3705172538757324,0,17941,2630,10970,897
heart_hungarian,1,2,0.0052912235260009766,0,65,52,28,22
heart_hungarian,1,3,0.007384538650512695,0,145,90,62,39
heart_hungarian,1,5,0.007853269577026367,0,161,100,73,46
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,2,0.3210439682006836,0,256,252,182,131
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,3,0.43739843368530273,0,1311,686,990,274
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,5,0.6382195949554443,0,3196,960,2779,304
forest,h ,2,0.10688066482543945,0,5217,833,2171,283
forest,h ,3,0.33215761184692383,0,16641,1018,11030,404
forest,h ,5,1.5896897315979004,0,90585,6469,34045,506
robot5,bottom_collision,2,0.01429438591003418,0,317,291,140,132
robot5,bottom_collision,3,0.0399022102355957,0,1501,761,830,325
robot5,bottom_collision,5,0.10887575149536133,0,4789,1321,2649,519
pen,6,2,0.08184528350830078,0,1518,702,446,247
pen,6,3,0.19568419456481934,0,5668,1414,2597,544
pen,6,5,0.39270591735839844,0,13823,2008,7925,1079
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,2,0.7991626262664795,0,1,0,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,3,0.785407543182373,0,1,0,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,5,0.7892401218414307,0,1,0,0,0
robot3,slightly_moved,2,0.012775897979736328,0,341,327,167,146
robot3,slightly_moved,3,0.04778242111206055,0,2209,944,1033,183
robot3,slightly_moved,5,0.10546112060546875,0,5281,1160,2544,210
DefaultofCreditCard,1,2,0.39745545387268066,0,6599,2815,3177,351
DefaultofCreditCard,1,3,3.1851532459259033,0,82330,19429,38653,629
DefaultofCreditCard,1,5,46.162402868270874,0,1379640,159597,660338,956
zoo,7,2,0.014184236526489258,0,433,220,224,131
zoo,7,3,0.0455784797668457,0,2089,751,1225,295
zoo,7,5,0.16986680030822754,0,8223,2118,5924,429
breast_tissue,gla,2,0.013261079788208008,0,473,93,159,53
breast_tissue,gla,3,0.022426128387451172,0,1025,160,338,106
breast_tissue,gla,5,0.028638839721679688,0,1397,221,507,144
flare, B,2,0.014805793762207031,0,444,171,90,84
flare, B,3,0.03960061073303223,0,1800,452,377,131
flare, B,5,0.08294963836669922,0,4594,952,687,304
banana,1,2,0.005984783172607422,0,25,25,13,13
banana,1,3,0.0062503814697265625,0,25,25,13,13
banana,1,5,0.006276369094848633,0,25,25,13,13
polish_bankruptcy_2year,1,2,0.8200886249542236,0,32140,27522,13182,553
polish_bankruptcy_2year,1,3,35.837260246276855,0,1715976,586414,793741,1147
polish_bankruptcy_2year,1,5,-1.0,1,-1,-1,-1,-1
polish_bankruptcy_3year,1,2,0.8753583431243896,0,32260,29136,13845,601
polish_bankruptcy_3year,1,3,42.646392822265625,0,1973553,802834,911879,1126
polish_bankruptcy_3year,1,5,-1.0,1,-1,-1,-1,-1
qualitative,B,2,0.0075681209564208984,0,151,96,60,52
qualitative,B,3,0.014099359512329102,0,466,184,208,127
qualitative,B,5,0.01871013641357422,0,670,230,378,178
mfeat-morphological,8,2,0.009371280670166016,0,172,102,42,39
mfeat-morphological,8,3,0.016485929489135742,0,510,242,121,110
mfeat-morphological,8,5,0.019854307174682617,0,642,283,234,172
fourclass,1,2,0.004698038101196289,0,25,20,12,12
fourclass,1,3,0.0046346187591552734,0,25,20,12,12
fourclass,1,5,0.00476527214050293,0,25,20,12,12
liver,1,2,0.01030874252319336,0,265,247,131,122
liver,1,3,0.034349679946899414,0,1497,414,719,165
liver,1,5,0.04223990440368652,0,1953,425,883,169
badges2,1,2,0.013535261154174805,0,404,283,189,145
badges2,1,3,0.046843528747558594,0,2188,812,971,273
badges2,1,5,0.09415864944458008,0,4880,1205,1850,441
kc1-binary,1,2,0.6498496532440186,0,35618,5602,18909,422
kc1-binary,1,3,8.700514793395996,0,493838,47910,303532,632
kc1-binary,1,5,259.49088430404663,0,14851387,670200,9263023,843
tao,black,2,0.004796266555786133,0,25,23,12,12
tao,black,3,0.004864215850830078,0,25,23,12,12
tao,black,5,0.005059957504272461,0,25,23,12,12
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,2,42.25763559341431,0,4601,2801,2327,362
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,3,324.5521059036255,0,76601,27761,38419,603
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,5,-1.0,1,-1,-1,-1,-1
breast_cancer_wis_pro2,R,2,0.2007298469543457,0,10903,5051,4385,370
breast_cancer_wis_pro2,R,3,4.131754398345947,0,260651,9864,97100,415
breast_cancer_wis_pro2,R,5,8.4358491897583,0,526229,13145,208080,490
soybean_small,D3,2,0.02168560028076172,0,837,262,361,168
soybean_small,D3,3,0.06599044799804688,0,3347,867,1603,340
soybean_small,D3,5,0.14136147499084473,0,7218,1674,3687,447
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,2,0.0047948360443115234,0,9,9,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,3,0.004950761795043945,0,9,9,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,5,0.004957675933837891,0,9,9,0,0
semeion,8,2,3.1520273685455322,0,129655,89172,56836,807
semeion,8,3,189.96995377540588,0,7997597,3079875,5310775,1408
semeion,8,5,-1.0,1,-1,-1,-1,-1
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,2,1.3470463752746582,0,76401,425,41287,176
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,3,1.3984792232513428,0,79501,425,42019,176
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,5,1.391852617263794,0,79501,425,42019,176
molecular_splice,IE,2,0.7579224109649658,0,35492,14798,13134,581
molecular_splice,IE,3,13.682412147521973,0,705693,27401,412776,1032
molecular_splice,IE,5,41.125699281692505,0,2126928,21272,1538127,1759
audiology_std,cochlear_noise_and_heredity,2,0.0805504322052002,0,3966,1831,1894,234
audiology_std,cochlear_noise_and_heredity,3,1.367642879486084,0,79944,36051,37573,391
audiology_std,cochlear_noise_and_heredity,5,238.3982367515564,0,13845630,5985197,6327901,874
automobile,-1,2,0.06256413459777832,0,3186,903,1195,283
automobile,-1,3,0.35432863235473633,0,20640,3234,9231,416
automobile,-1,5,2.379408597946167,0,145786,12566,66311,799
volcanoes-d2,3,2,0.009268045425415039,0,61,56,17,17
volcanoes-d2,3,3,0.011014699935913086,0,125,87,36,36
volcanoes-d2,3,5,0.011859655380249023,0,125,87,36,36
grammatical_a2,1,2,2.6030142307281494,0,124414,5233,87689,748
grammatical_a2,1,3,43.335850954055786,0,2207882,130102,1678612,1405
grammatical_a2,1,5,-1.0,1,-1,-1,-1,-1
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,2,2.8928585052490234,0,276,276,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,3,4.891093730926514,0,1526,1526,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,5,12.228599071502686,0,7776,4651,0,0
analcatdata_authorship,4,2,0.6890246868133545,0,34932,3985,14289,626
analcatdata_authorship,4,3,3.082883596420288,0,158654,7250,92543,1153
analcatdata_authorship,4,5,10.327974796295166,0,541741,9432,369249,1906
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,2,14.363479614257812,0,995,991,811,141
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,3,57.28022813796997,0,11460,1026,9658,188
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,5,58.84664440155029,0,11950,1026,10148,188
EqualDist_Random-Synthetic__2_7_8520_,0,2,0.030297517776489258,0,494,494,244,189
EqualDist_Random-Synthetic__2_7_8520_,0,3,0.11320948600769043,0,4000,4000,1973,385
EqualDist_Random-Synthetic__2_7_8520_,0,5,1.134366750717163,0,50586,16717,28480,544
cmc,3,2,0.016550540924072266,0,427,389,195,160
cmc,3,3,0.06965422630310059,0,2985,2045,1336,288
cmc,3,5,0.3723318576812744,0,17867,7142,8621,501
Adult_UCI_,>50K,2,0.19580960273742676,0,3540,674,986,228
Adult_UCI_,>50K,3,0.5850305557250977,0,17728,1439,5200,429
Adult_UCI_,>50K,5,1.2397351264953613,0,43282,2027,12415,646
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,2,0.0039865970611572266,0,7,6,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,3,0.00400543212890625,0,7,6,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,5,0.004041910171508789,0,7,6,4,4
monks1,0,2,0.0076296329498291016,0,135,120,80,80
monks1,0,3,0.01658177375793457,0,519,462,363,206
monks1,0,5,0.03555774688720703,0,1373,727,1074,220
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,2,0.5019514560699463,0,28514,7214,11594,460
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,3,9.929965734481812,0,639460,8120,200248,467
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,5,10.954674243927002,0,700993,8120,216433,467
grammatical_a1,1,2,4.54727578163147,0,226293,10430,143984,689
grammatical_a1,1,3,79.504718542099,0,4143852,320756,3064780,1084
grammatical_a1,1,5,-1.0,1,-1,-1,-1,-1
mfeat-zernike,8,2,0.3903205394744873,0,17485,12116,7357,516
mfeat-zernike,8,3,11.267311811447144,0,574749,91691,321060,741
mfeat-zernike,8,5,178.5344786643982,0,9263617,521615,6513539,1066
twonorm,1,2,0.11698079109191895,0,3121,1026,1538,333
twonorm,1,3,0.6529583930969238,0,25985,1211,20904,452
twonorm,1,5,0.8521523475646973,0,34589,1214,29496,455
auto7_1,class3,2,0.023349761962890625,0,734,734,382,242
auto7_1,class3,3,0.17446494102478027,0,8148,6990,4034,495
auto7_1,class3,5,2.076160430908203,0,105238,19748,58811,544
grammatical_b4,1,2,8.34947156906128,0,410751,14143,252339,744
grammatical_b4,1,3,89.07629084587097,0,4611330,322542,3303963,1346
grammatical_b4,1,5,-1.0,1,-1,-1,-1,-1
wave2,2,2,0.35462236404418945,0,12641,3698,6245,487
wave2,2,3,4.349793195724487,0,193413,9044,158880,844
wave2,2,5,20.430488348007202,0,943961,13620,894423,1042
volcanoes-d1,3,2,0.009348154067993164,0,61,57,15,15
volcanoes-d1,3,3,0.011626482009887695,0,125,90,35,35
volcanoes-d1,3,5,0.011513948440551758,0,125,90,35,35
mfeat-fourier,8,2,0.9965205192565918,0,45905,26244,20436,509
mfeat-fourier,8,3,22.232832431793213,0,1097465,105813,754286,911
mfeat-fourier,8,5,228.8650221824646,0,12153813,270825,7023267,1481
breast,recurrence-events,2,0.015079975128173828,0,510,275,246,131
breast,recurrence-events,3,0.04865765571594238,0,2298,896,1076,255
breast,recurrence-events,5,0.12942242622375488,0,6731,1912,2697,306
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,2,2.8243346214294434,0,256,252,182,148
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,3,4.491687059402466,0,1301,326,990,118
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,5,5.097927808761597,0,1801,386,1490,179
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,2,28.689620971679688,0,276,276,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,3,51.012569189071655,0,1526,1526,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,5,134.83580589294434,0,7776,4651,0,0
horse_colic_outcome,2,2,0.005732059478759766,0,1,0,0,0
horse_colic_outcome,2,3,0.00554966926574707,0,1,0,0,0
horse_colic_outcome,2,5,0.005659818649291992,0,1,0,0,0
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,2,0.07258439064025879,0,3644,1431,1675,300
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,3,0.6488451957702637,0,38677,4246,14305,399
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,5,1.411780595779419,0,87387,4255,29377,401
wall4,Slight-Right-Turn,2,0.00823664665222168,0,77,60,33,33
wall4,Slight-Right-Turn,3,0.01095271110534668,0,165,121,78,75
wall4,Slight-Right-Turn,5,0.011831521987915039,0,209,139,100,90
hayes,2,2,0.005808591842651367,0,88,49,35,29
hayes,2,3,0.0077168941497802734,0,192,65,81,44
hayes,2,5,0.008076190948486328,0,208,65,87,44
analcatdata_germangss,4,2,0.007193326950073242,0,144,135,27,25
analcatdata_germangss,4,3,0.015155792236328125,0,560,270,142,71
analcatdata_germangss,4,5,0.018035888671875,0,720,287,204,77
thyroid_allhypo,primary hypothyroid.,2,0.050313711166381836,0,1560,927,556,289
thyroid_allhypo,primary hypothyroid.,3,0.38904619216918945,0,16037,7581,6008,723
thyroid_allhypo,primary hypothyroid.,5,11.35484004020691,0,495725,174555,209957,1783
user,High,2,0.007837533950805664,0,181,148,73,71
user,High,3,0.01930522918701172,0,805,150,338,71
user,High,5,0.019022226333618164,0,805,150,338,71
thyroid_dis,discordant.,2,0.050436973571777344,0,1530,1164,578,300
thyroid_dis,discordant.,3,0.485501766204834,0,20586,12583,7636,751
thyroid_dis,discordant.,5,20.463988065719604,0,921209,395117,372144,1628
synthetic_control,4,2,0.39980006217956543,0,20833,3243,7895,855
synthetic_control,4,3,3.0356686115264893,0,174109,18510,78469,2048
synthetic_control,4,5,8.192579746246338,0,482309,38616,217158,3462
titanic,1,2,0.005226612091064453,0,29,27,17,16
titanic,1,3,0.005637168884277344,0,41,39,25,24
titanic,1,5,0.005666971206665039,0,41,39,25,24
secom,1,2,0.4214036464691162,0,19019,18685,8999,627
secom,1,3,22.463913917541504,0,1167946,628073,526507,1123
secom,1,5,-1.0,1,-1,-1,-1,-1
wine,1,2,0.02673816680908203,0,1121,415,540,224
wine,1,3,0.06543970108032227,0,3301,294,1936,227
wine,1,5,0.07365798950195312,0,3821,289,2272,235
thyroid_allrep,overreplacement.,2,0.04562711715698242,0,1359,741,575,299
thyroid_allrep,overreplacement.,3,0.36817359924316406,0,15336,7207,6542,667
thyroid_allrep,overreplacement.,5,11.232286930084229,0,502668,172909,234116,1341
post,S,2,0.008615493774414062,0,228,113,99,51
post,S,3,0.019819259643554688,0,846,274,329,124
post,S,5,0.039084434509277344,0,1905,458,718,176
human,1,2,44.281285762786865,0,1498697,53688,827171,951
human,1,3,576.800882101059,0,22964874,462324,14266589,1355
human,1,5,-1.0,1,-1,-1,-1,-1
connectionist_sonar,R,2,0.5278286933898926,0,28561,3640,13968,562
connectionist_sonar,R,3,3.6309120655059814,0,204257,2866,136924,695
connectionist_sonar,R,5,6.495357990264893,0,370429,3103,243416,721
hiv_746,-1,2,0.16541743278503418,0,9841,385,4395,118
hiv_746,-1,3,0.30501413345336914,0,19701,610,5391,120
hiv_746,-1,5,0.4177086353302002,0,28361,969,5614,120
madelon,1,2,45.522099018096924,0,1989542,1972542,960333,1126
madelon,1,3,-1.0,1,-1,-1,-1,-1
madelon,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_14_7418_,0,2,0.06978011131286621,0,1770,1728,892,325
NormalDist_Random-Synthetic__2_14_7418_,0,3,0.704110860824585,0,29974,23691,15536,608
NormalDist_Random-Synthetic__2_14_7418_,0,5,22.704482078552246,0,1079166,332835,581448,876
led,2,2,0.00648951530456543,0,99,91,40,40
led,2,3,0.012490987777709961,0,353,286,146,130
led,2,5,0.025115013122558594,0,935,523,462,220
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,2,0.010869264602661133,0,276,234,131,110
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,3,0.03143572807312012,0,1311,539,647,194
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,5,0.04939723014831543,0,2201,646,1098,205
auto4,class1,2,1.6698353290557861,0,74847,74297,37080,855
auto4,class1,3,180.35900020599365,0,9083391,1216577,4554747,1157
auto4,class1,5,-1.0,1,-1,-1,-1,-1
Tic-Tac-ToeEndgame_UCI_,negative,2,0.013825654983520508,0,352,352,151,142
Tic-Tac-ToeEndgame_UCI_,negative,3,0.06037116050720215,0,2590,1952,1128,333
Tic-Tac-ToeEndgame_UCI_,negative,5,0.25097012519836426,0,11743,2982,6665,496
Covertype,7,2,5.150491952896118,0,6841,3967,2425,323
Covertype,7,3,53.45786762237549,0,128405,66943,51470,855
Covertype,7,5,-1.0,1,-1,-1,-1,-1
pc4,2,2,0.17360281944274902,0,7282,4027,3117,419
pc4,2,3,2.493241548538208,0,124197,32598,61560,670
pc4,2,5,64.66030406951904,0,3477721,587445,1840967,1502
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,2,418.5687026977539,0,76401,76401,38113,718
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,3,-1.0,1,-1,-1,-1,-1
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,5,-1.0,1,-1,-1,-1,-1
firm,1,2,0.05400490760803223,0,719,627,353,230
firm,1,3,0.33103060722351074,0,8275,6656,3864,534
firm,1,5,1.1535427570343018,0,39479,17163,18738,1170
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,2,0.4663424491882324,0,4601,2796,2402,356
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,3,3.6277904510498047,0,76431,27038,38433,602
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,5,49.3946578502655,0,1184801,85734,562560,732
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,2,3.151961088180542,0,49130,21041,22035,548
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,3,101.94923639297485,0,2331984,367825,939289,857
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,5,-1.0,1,-1,-1,-1,-1
Stroke_Kaggle_,1,2,0.024518966674804688,0,445,394,218,159
Stroke_Kaggle_,1,3,0.08882617950439453,0,3025,2316,1599,326
Stroke_Kaggle_,1,5,0.7049050331115723,0,29957,13451,17751,487
spambase,1,2,0.2057335376739502,0,6546,3348,3675,753
spambase,1,3,1.8473045825958252,0,61489,33317,27068,607
spambase,1,5,267.72658371925354,0,8880404,3736873,4220874,947
echocardio,1,2,0.013883829116821289,0,486,69,244,33
echocardio,1,3,0.022037744522094727,0,923,75,460,34
echocardio,1,5,0.022324323654174805,0,958,75,484,34
phoneme,1,2,0.013184785842895508,0,181,175,84,84
phoneme,1,3,0.026957988739013672,0,745,512,354,207
phoneme,1,5,0.04680991172790527,0,1581,751,797,301
texture,14,2,0.3297240734100342,0,12389,4316,4638,571
texture,14,3,2.610337734222412,0,115409,12797,63184,1052
texture,14,5,11.804925441741943,0,560593,38707,314349,2477
statlog_is,7,2,0.055417776107788086,0,2003,687,650,311
statlog_is,7,3,0.15422844886779785,0,6847,1193,2778,636
statlog_is,7,5,0.253948450088501,0,11991,1277,5502,1025
banknote,1,2,0.007131814956665039,0,101,86,56,53
banknote,1,3,0.01104283332824707,0,265,173,140,118
banknote,1,5,0.012123584747314453,0,325,187,175,133
NormalDist_Random-Synthetic__2_6_5132_,1,2,0.012017965316772461,0,132,132,71,71
NormalDist_Random-Synthetic__2_6_5132_,1,3,0.023225069046020508,0,524,524,278,207
NormalDist_Random-Synthetic__2_6_5132_,1,5,0.05961489677429199,0,1980,1754,1074,341
ilpd,2,2,0.020326852798461914,0,687,619,348,222
ilpd,2,3,0.12337183952331543,0,5891,2447,3091,396
ilpd,2,5,0.5177860260009766,0,26243,4214,14639,410
EqualDist_Random-Synthetic__2_7_7307_,0,2,0.021722078323364258,0,325,325,168,148
EqualDist_Random-Synthetic__2_7_7307_,0,3,0.06619405746459961,0,2050,2050,1055,364
EqualDist_Random-Synthetic__2_7_7307_,0,5,0.4534265995025635,0,18570,13366,9808,585
