dataset_name,target_value,depth,DFS_BSD_DP_FC_qf05 (PS)-real_time_taken,DFS_BSD_DP_FC_qf05 (PS)-failed,DFS_BSD_DP_FC_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_FC_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_FC_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_FC_qf05 (PS)-sgs_top_k_interesting
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,2,0.9169290065765381,0,276,276,132,126
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,3,1.4448213577270508,0,1526,1274,743,282
ND_LVL_1_3_NormalDist_Random-Synthetic__2_5_1000000_,1,5,2.63218092918396,0,5261,2745,2581,373
satimage,5,2,0.27347540855407715,0,9993,1681,3233,444
satimage,5,3,1.502793550491333,0,63993,15268,33048,1295
satimage,5,5,34.8449912071228,0,1640197,190638,938956,3141
turkiye,11,2,0.3087496757507324,0,11479,9554,4926,441
turkiye,11,3,8.606633424758911,0,418279,132025,161119,681
turkiye,11,5,364.666255235672,0,18817034,3139134,6127200,1149
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,2,1.3723249435424805,0,911,903,377,139
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,3,3.9464547634124756,0,9836,938,4494,191
I_LVL3_0_Interesting_Non-Random-Synthetic__2_7_823543_,1,5,4.10453462600708,0,10326,938,4984,191
auto2, class2,2,11.975645303726196,0,303676,303676,151921,945
auto2, class2,3,-1.0,1,-1,-1,-1,-1
auto2, class2,5,-1.0,1,-1,-1,-1,-1
oil_spill,2,2,0.35096073150634766,0,17439,10429,7016,404
oil_spill,2,3,4.47062873840332,0,237881,31819,131396,727
oil_spill,2,5,23.71368384361267,0,1249833,93911,762073,976
DryBeans,HOROZ,2,0.09228754043579102,0,1821,592,507,263
DryBeans,HOROZ,3,0.19911861419677734,0,6149,1375,2202,611
DryBeans,HOROZ,5,0.7459275722503662,0,30257,5296,11714,1443
spectf_heart,0,2,0.2881736755371094,0,15213,8496,7395,571
spectf_heart,0,3,7.582050561904907,0,428537,15468,238790,672
spectf_heart,0,5,15.109622716903687,0,862509,17902,461365,696
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,2,28.160813093185425,0,256,252,182,131
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,3,46.848464488983154,0,1311,401,990,127
I_LVL2_4_Interesting_Non-Random-Synthetic__2_5_31250000_,1,5,54.614534854888916,0,1941,484,1522,228
planning,2,2,0.026837587356567383,0,1105,780,494,219
planning,2,3,0.1966109275817871,0,10845,1047,4491,249
planning,2,5,0.2507634162902832,0,13885,1085,5821,251
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,2,0.004927158355712891,0,7,6,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,3,0.004897594451904297,0,7,6,4,4
I_LVL1_3_Interesting_Non-Random-Synthetic__2_2_4000_,1,5,0.004990100860595703,0,7,6,4,4
trains,west,2,0.0077686309814453125,0,81,1,32,0
trains,west,3,0.007819652557373047,0,81,1,32,0
trains,west,5,0.007904767990112305,0,81,1,32,0
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,2,1.7674248218536377,0,76401,71217,40530,668
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,3,167.16083884239197,0,8710861,71218,3724393,668
ED_LVL_3_1_EqualDist_Random-Synthetic__2_20_10000_,0,5,168.35227751731873,0,8710961,71218,3724422,668
appendicitis,1,2,0.011163473129272461,0,345,81,105,34
appendicitis,1,3,0.017061710357666016,0,669,119,207,64
appendicitis,1,5,0.019591808319091797,0,809,140,259,84
mc2,2,2,0.18021392822265625,0,9678,2560,3916,392
mc2,2,3,1.3902332782745361,0,81028,10154,36181,701
mc2,2,5,18.688916444778442,0,1146496,180154,535938,1203
breast_cancer_wis_ori,M,2,0.14607024192810059,0,7053,483,2887,338
breast_cancer_wis_ori,M,3,0.26751708984375,0,13557,494,8122,445
breast_cancer_wis_ori,M,5,0.46714186668395996,0,23409,715,16061,658
urban,shadow ,2,3.0031280517578125,0,149509,6971,64970,680
urban,shadow ,3,11.298739910125732,0,572013,17736,376186,1245
urban,shadow ,5,280.006716966629,0,14255017,560431,11390011,1968
parkinsons,0,2,0.07465887069702148,0,3737,957,1462,303
parkinsons,0,3,0.25889015197753906,0,14733,1307,6819,375
parkinsons,0,5,0.6159861087799072,0,36237,1937,16451,500
haberman,2,2,0.0055713653564453125,0,52,50,29,28
haberman,2,3,0.0065000057220458984,0,100,57,53,29
haberman,2,5,0.0064280033111572266,0,100,57,53,29
pitt1_3,LONG,2,0.009446144104003906,0,239,68,102,37
pitt1_3,LONG,3,0.012435674667358398,0,412,95,182,50
pitt1_3,LONG,5,0.012883663177490234,0,446,97,193,51
NormalDist_Random-Synthetic__2_8_5616_,0,2,0.03371620178222656,0,666,646,315,213
NormalDist_Random-Synthetic__2_8_5616_,0,3,0.15003752708435059,0,6207,4906,3082,448
NormalDist_Random-Synthetic__2_8_5616_,0,5,1.291707992553711,0,61025,21158,32747,656
musk,2,2,5.882268667221069,0,226449,20362,96987,818
musk,2,3,38.284032583236694,0,1637472,43733,1135728,1119
musk,2,5,484.93587017059326,0,21825479,494840,15645320,1740
car,good,2,0.009301185607910156,0,139,105,101,101
car,good,3,0.01827406883239746,0,508,366,360,205
car,good,5,0.03883671760559082,0,1486,671,865,271
libras,4,2,0.8865947723388672,0,50305,4954,18106,647
libras,4,3,4.49005126953125,0,254709,17079,150276,1077
libras,4,5,170.76612758636475,0,9848985,444111,6471720,1578
monks2,1,2,0.008032798767089844,0,137,137,91,91
monks2,1,3,0.01833486557006836,0,576,556,321,216
monks2,1,5,0.04300355911254883,0,1729,891,996,284
onehund_tex,Acer Capillipes,2,0.259136438369751,0,11771,6674,4890,412
onehund_tex,Acer Capillipes,3,3.814831018447876,0,190989,63950,109540,771
onehund_tex,Acer Capillipes,5,116.76921892166138,0,5913344,1033107,3889032,1517
grammatical_b3,0,2,3.714482307434082,0,190905,3971,123473,644
grammatical_b3,0,3,33.20705056190491,0,1792315,88932,1199602,962
grammatical_b3,0,5,-1.0,1,-1,-1,-1,-1
volcanoes-a4,5,2,0.006094932556152344,0,61,47,18,18
volcanoes-a4,5,3,0.00752711296081543,0,117,66,37,37
volcanoes-a4,5,5,0.007439136505126953,0,117,66,37,37
chronic_kidney_disease,ckd,2,0.05016636848449707,0,2395,495,1118,278
chronic_kidney_disease,ckd,3,0.134596586227417,0,6985,908,3920,532
chronic_kidney_disease,ckd,5,0.44989848136901855,0,25226,3263,12741,873
PopularKids,2,2,0.018483638763427734,0,671,496,294,184
PopularKids,2,3,0.09486103057861328,0,5002,2210,2010,351
PopularKids,2,5,0.4918243885040283,0,28161,6037,11006,494
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,2,0.4869506359100342,0,4601,4601,2350,396
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,3,5.689461946487427,0,124601,66237,64694,654
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,5,49.703187227249146,0,1204801,66237,671440,654
yeast,ME1,2,0.010644674301147461,0,198,133,78,78
yeast,ME1,3,0.022615671157836914,0,750,446,357,195
yeast,ME1,5,0.045285940170288086,0,1808,721,1215,276
auto8,class9,2,124.91024994850159,0,6482538,4095349,3036422,1272
auto8,class9,3,-1.0,1,-1,-1,-1,-1
auto8,class9,5,-1.0,1,-1,-1,-1,-1
analcatdata_dmft,1,2,0.008452415466308594,0,171,122,67,54
analcatdata_dmft,1,3,0.013668537139892578,0,394,225,163,104
analcatdata_dmft,1,5,0.01519155502319336,0,469,232,198,109
pc2,2,2,0.16006755828857422,0,4706,2660,1365,336
pc2,2,3,2.284907102584839,0,98036,42860,27776,813
pc2,2,5,211.49925255775452,0,10502673,3423710,2891868,1348
scene,2,2,15.756720304489136,0,702113,417815,346317,1125
scene,2,3,-1.0,1,-1,-1,-1,-1
scene,2,5,727.9437036514282,0,35294491,1048821,27681998,2581
first,1,2,0.4837527275085449,0,16587,7933,7199,445
first,1,3,5.371882438659668,0,216164,50110,111048,826
first,1,5,37.1684148311615,0,1538386,356072,942717,2245
ecoli,om,2,0.008194923400878906,0,165,86,66,58
ecoli,om,3,0.015842676162719727,0,517,209,223,143
ecoli,om,5,0.02826690673828125,0,1181,305,527,194
grammatical_a7,1,2,6.7972800731658936,0,332939,15579,173242,709
grammatical_a7,1,3,106.57447290420532,0,5417239,544596,3824937,1167
grammatical_a7,1,5,-1.0,1,-1,-1,-1,-1
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,2,25.030996322631836,0,52655,21535,24356,531
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,3,767.2226412296295,0,2553388,367863,1100851,773
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,5,-1.0,1,-1,-1,-1,-1
parkinson_speech,0,2,0.11673235893249512,0,5210,931,2974,233
parkinson_speech,0,3,0.42802953720092773,0,20640,1087,14865,462
parkinson_speech,0,5,0.9276583194732666,0,45549,1462,36322,629
grammatical_b9,1,2,7.4186625480651855,0,366264,18864,230175,517
grammatical_b9,1,3,145.16721200942993,0,7425900,488064,5641411,721
grammatical_b9,1,5,-1.0,1,-1,-1,-1,-1
climate,0,2,0.07079887390136719,0,3044,2684,1436,340
climate,0,3,1.0563950538635254,0,54584,12086,30085,525
climate,0,5,4.36971378326416,0,238368,12108,108325,523
isolet,14,2,79.95536518096924,0,2590699,656326,1120473,1062
isolet,14,3,-1.0,1,-1,-1,-1,-1
isolet,14,5,-1.0,1,-1,-1,-1,-1
auto7_3,class3,2,0.02591228485107422,0,734,712,341,230
auto7_3,class3,3,0.1613926887512207,0,7957,4972,3567,440
auto7_3,class3,5,1.2159833908081055,0,65782,10913,28811,551
volcanoes-d3,3,2,0.009788990020751953,0,61,56,17,17
volcanoes-d3,3,3,0.014304876327514648,0,125,88,35,35
volcanoes-d3,3,5,0.01206350326538086,0,125,88,35,35
Diabetic,0,2,0.05003523826599121,0,1936,1734,944,292
Diabetic,0,3,0.48493170738220215,0,23116,9351,13164,426
Diabetic,0,5,4.987080335617065,0,237718,46501,159278,735
ar4,2,2,0.09402084350585938,0,4887,816,1819,268
ar4,2,3,0.3478262424468994,0,19428,3173,10542,496
ar4,2,5,6.4678754806518555,0,378075,55479,227522,659
auto5, class3,2,2.2176856994628906,0,112112,97142,52433,819
auto5, class3,3,162.02190852165222,0,9029813,643448,5437357,1191
auto5, class3,5,-1.0,1,-1,-1,-1,-1
Chess_King-Rookvs.King-Pawn__UCI_,nowin,2,0.07976627349853516,0,2618,1883,1382,414
Chess_King-Rookvs.King-Pawn__UCI_,nowin,3,0.7450857162475586,0,30633,16677,16614,744
Chess_King-Rookvs.King-Pawn__UCI_,nowin,5,12.287040948867798,0,489461,148710,285289,1301
bankruptcy,1,2,0.007190704345703125,0,161,19,89,11
bankruptcy,1,3,0.007073640823364258,0,161,19,89,11
bankruptcy,1,5,0.007393360137939453,0,161,19,89,11
onehund_sha,Acer Capillipes,2,0.3725244998931885,0,17445,5713,6485,420
onehund_sha,Acer Capillipes,3,2.8312807083129883,0,144989,19976,64657,771
onehund_sha,Acer Capillipes,5,14.122893810272217,0,746405,54508,352240,1209
pc3,2,2,0.18033504486083984,0,7841,4533,3304,368
pc3,2,3,3.007300615310669,0,150813,35203,70634,699
pc3,2,5,92.81566309928894,0,4955550,920596,2244983,1893
Marketing_EoSL_,9,2,0.08582067489624023,0,2570,1331,764,264
Marketing_EoSL_,9,3,0.39489316940307617,0,17297,3845,5979,490
Marketing_EoSL_,9,5,1.2357068061828613,0,55794,8567,27212,734
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,2,0.04350757598876953,0,256,252,182,148
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,3,0.0806884765625,0,1311,686,990,276
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,5,0.14700937271118164,0,3491,1269,3072,381
wpbc,R,2,0.16541481018066406,0,8452,4993,3905,376
wpbc,R,3,3.1837353706359863,0,182351,10520,91269,419
wpbc,R,5,6.1333394050598145,0,347211,13851,193825,490
volcanoes-a3,4,2,0.005981922149658203,0,61,42,25,25
volcanoes-a3,4,3,0.007539272308349609,0,121,61,44,44
volcanoes-a3,4,5,0.0073697566986083984,0,121,61,44,44
winsconsin,4,2,0.010827779769897461,0,234,204,158,130
winsconsin,4,3,0.02812051773071289,0,944,463,730,321
winsconsin,4,5,0.04601740837097168,0,1759,645,1438,492
optical,5,2,0.4735414981842041,0,14196,7572,5746,525
optical,5,3,5.292542934417725,0,180566,47458,109559,912
optical,5,5,68.39051747322083,0,2224520,429124,1618887,2086
NormalDist_Random-Synthetic__2_12_5886_,0,2,0.05190157890319824,0,1373,1309,701,289
NormalDist_Random-Synthetic__2_12_5886_,0,3,0.45656847953796387,0,19702,14106,9774,550
NormalDist_Random-Synthetic__2_12_5886_,0,5,9.889958143234253,0,485449,126654,253401,922
horse_colic_lesion,1,2,0.0057926177978515625,0,1,0,0,0
horse_colic_lesion,1,3,0.005892515182495117,0,1,0,0,0
horse_colic_lesion,1,5,0.00594329833984375,0,1,0,0,0
contraceptive,3,2,0.01640772819519043,0,427,389,195,160
contraceptive,3,3,0.06983280181884766,0,2985,2045,1336,288
contraceptive,3,5,0.37827110290527344,0,17867,7142,8621,501
heart_switzerland,1,2,0.011307477951049805,0,341,84,132,52
heart_switzerland,1,3,0.022374868392944336,0,942,164,355,120
heart_switzerland,1,5,0.034597158432006836,0,1577,257,645,184
saheart,1,2,0.017023086547851562,0,547,525,291,199
saheart,1,3,0.09900355339050293,0,4843,1707,2347,336
saheart,1,5,0.26397109031677246,0,13619,1885,6469,351
analcatdata_boxing2,2,2,0.007822275161743164,0,204,36,89,16
analcatdata_boxing2,2,3,0.010462760925292969,0,336,36,150,16
analcatdata_boxing2,2,5,0.010254383087158203,0,336,36,150,16
analcatdata_lawsuit,2,2,0.0056798458099365234,0,65,33,22,21
analcatdata_lawsuit,2,3,0.006512165069580078,0,103,45,43,32
analcatdata_lawsuit,2,5,0.0064754486083984375,0,109,46,47,33
pc1_req,2,2,0.008287906646728516,0,161,104,70,49
pc1_req,2,3,0.018337249755859375,0,673,357,255,139
pc1_req,2,5,0.05100202560424805,0,2435,1075,826,246
robot1,collision,2,0.015007734298706055,0,305,265,171,139
robot1,collision,3,0.03599381446838379,0,1409,600,912,211
robot1,collision,5,0.08130955696105957,0,3789,1008,2335,363
credit-g,1,2,0.06954264640808105,0,3027,2021,1491,240
credit-g,1,3,0.6169168949127197,0,30564,9872,16094,384
credit-g,1,5,2.9277236461639404,0,143585,35450,86500,714
lsvt,1,2,13.73500680923462,0,746169,9255,311680,665
lsvt,1,3,51.207202434539795,0,2911969,31738,1602530,883
lsvt,1,5,566.1938486099243,0,35832278,4239812,15303259,1002
acute-inflammations,2,2,0.005835533142089844,0,69,54,43,42
acute-inflammations,2,3,0.008423328399658203,0,183,111,122,97
acute-inflammations,2,5,0.011018991470336914,0,283,144,197,132
cardio10,8,2,0.05191183090209961,0,1830,881,607,306
cardio10,8,3,0.2498469352722168,0,11279,3271,4624,698
cardio10,8,5,1.405510663986206,0,68322,13421,32820,1383
phishing,-1,2,0.13482022285461426,0,2246,1505,1169,395
phishing,-1,3,0.654731273651123,0,14243,5081,8979,761
phishing,-1,5,7.38409423828125,0,173806,41568,126544,2187
prnn_synth,1,2,0.0042307376861572266,0,25,19,12,9
prnn_synth,1,3,0.0042803287506103516,0,25,19,12,9
prnn_synth,1,5,0.004239082336425781,0,25,19,12,9
mice,t-SC-s,2,0.9197819232940674,0,47307,6883,19113,607
mice,t-SC-s,3,2.3869338035583496,0,126493,5505,63617,941
mice,t-SC-s,5,31.610302686691284,0,1911839,128059,378153,1725
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,2,0.05903983116149902,0,171,171,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,3,0.07790803909301758,0,671,671,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,5,0.10635161399841309,0,1296,1296,0,0
grammatical_a4,1,2,5.737080812454224,0,274785,25956,147799,963
grammatical_a4,1,3,198.32998752593994,0,9943017,1692853,7017329,1918
grammatical_a4,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_7_7283_,1,2,0.027535676956176758,0,494,482,237,181
NormalDist_Random-Synthetic__2_7_7283_,1,3,0.10673236846923828,0,3838,3193,2012,383
NormalDist_Random-Synthetic__2_7_7283_,1,5,0.6666827201843262,0,28043,13356,15634,575
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,2,0.13470935821533203,0,4601,2698,2227,360
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,3,1.5125417709350586,0,71651,24867,31725,596
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,5,17.211633443832397,0,875311,60582,346371,677
grammatical_b2,1,2,11.508050441741943,0,550066,45966,263016,1047
grammatical_b2,1,3,344.0024781227112,0,17667734,3016801,11662910,1568
grammatical_b2,1,5,-1.0,1,-1,-1,-1,-1
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,2,0.0956728458404541,0,4601,2473,1984,322
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,3,1.125734806060791,0,68611,2473,21293,322
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,5,1.1420435905456543,0,68611,2473,21293,322
grammatical_b6,1,2,10.257452249526978,0,507521,14990,247939,897
grammatical_b6,1,3,114.23003149032593,0,5805084,417496,4255763,2339
grammatical_b6,1,5,-1.0,1,-1,-1,-1,-1
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,2,0.012970924377441406,0,236,228,117,109
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,3,0.029386520385742188,0,961,282,657,112
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,5,0.0372166633605957,0,1336,282,1032,112
gesture_raw,Preparation,2,0.09185624122619629,0,2813,2330,1186,353
gesture_raw,Preparation,3,1.0679781436920166,0,50785,18836,17945,648
gesture_raw,Preparation,5,15.350640535354614,0,798937,177521,259513,1434
monks3,0,2,0.007409095764160156,0,137,134,53,53
monks3,0,3,0.01671290397644043,0,552,461,218,193
monks3,0,5,0.03552365303039551,0,1442,607,661,248
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,2,0.003426790237426758,0,1,0,0,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,3,0.0033674240112304688,0,1,0,0,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,5,0.003278493881225586,0,1,0,0,0
wall2,Slight-Right-Turn,2,0.005521535873413086,0,21,8,5,5
wall2,Slight-Right-Turn,3,0.005536317825317383,0,21,8,5,5
wall2,Slight-Right-Turn,5,0.0056803226470947266,0,21,8,5,5
abalone,1,2,0.019707918167114258,0,452,344,155,127
abalone,1,3,0.06057882308959961,0,2284,1058,743,312
abalone,1,5,0.15396404266357422,0,7164,2101,2126,432
wholesale,2,2,0.012198925018310547,0,324,262,150,139
wholesale,2,3,0.03546714782714844,0,1588,476,801,242
wholesale,2,5,0.05475592613220215,0,2560,455,1553,269
soybean_large,purple-seed-stain,2,0.06345224380493164,0,3097,1375,1125,433
soybean_large,purple-seed-stain,3,0.38303065299987793,0,21944,6862,8899,676
soybean_large,purple-seed-stain,5,3.6481778621673584,0,222233,59816,91051,971
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,2,0.04170346260070801,0,276,276,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,3,0.08045005798339844,0,1526,1526,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,5,0.24839282035827637,0,7776,4651,0,0
onehund_mar,Acer Capillipes,2,0.31991147994995117,0,14853,7657,6249,547
onehund_mar,Acer Capillipes,3,6.181029319763184,0,320023,98362,164763,1147
onehund_mar,Acer Capillipes,5,173.045907497406,0,9329374,1424084,4713358,2042
jEdit_4.2_4.3,1,2,0.01323080062866211,0,368,301,181,140
jEdit_4.2_4.3,1,3,0.04675865173339844,0,2213,949,983,281
jEdit_4.2_4.3,1,5,0.12880420684814453,0,6760,1644,3056,311
hiv_impens,1,2,0.1507720947265625,0,8838,340,2262,148
hiv_impens,1,3,0.2575414180755615,0,16559,343,3210,149
hiv_impens,1,5,0.26175665855407715,0,16655,343,3218,149
abalone_ori,18,2,0.019157886505126953,0,436,274,158,149
abalone_ori,18,3,0.058740854263305664,0,2360,1078,765,322
abalone_ori,18,5,0.22028112411499023,0,10580,3491,3075,460
ada_agnostic,2,2,0.15563225746154785,0,4820,2661,2030,430
ada_agnostic,2,3,1.7679622173309326,0,62811,32820,31639,801
ada_agnostic,2,5,170.2906138896942,0,6188584,3089502,3393411,2568
pitt1_1,DECK,2,0.008301496505737305,0,222,66,84,34
pitt1_1,DECK,3,0.011506319046020508,0,384,93,150,44
pitt1_1,DECK,5,0.012230157852172852,0,416,95,162,45
hiv_1625,1,2,0.17143821716308594,0,9661,428,1960,250
hiv_1625,1,3,0.26981544494628906,0,16021,482,3764,334
hiv_1625,1,5,0.3533470630645752,0,22001,635,5097,468
mfeat-factors,7,2,7.660638093948364,0,360061,14428,141883,855
mfeat-factors,7,3,27.995447635650635,0,1353981,19950,925213,1801
mfeat-factors,7,5,115.01044344902039,0,5653861,41515,4655318,3249
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,2,0.011133193969726562,0,276,276,133,128
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,3,0.036096811294555664,0,1526,626,843,227
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,5,0.05585956573486328,0,2426,626,1331,227
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,2,4.5161683559417725,0,76401,76401,38669,731
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,3,409.77485251426697,0,9196401,76401,5050547,731
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,5,410.3849902153015,0,9196401,76401,5050547,731
Seismic-Bumps_UCI_,1,2,0.02877497673034668,0,810,748,358,247
Seismic-Bumps_UCI_,1,3,0.1821298599243164,0,7590,6154,3786,567
Seismic-Bumps_UCI_,1,5,3.0649726390838623,0,142283,99677,83450,1348
pitt2_4,S,2,0.0076067447662353516,0,176,67,83,36
pitt2_4,S,3,0.01175999641418457,0,395,114,169,56
pitt2_4,S,5,0.013455867767333984,0,475,122,197,58
lenses,softCL,2,0.004090309143066406,0,20,5,10,3
lenses,softCL,3,0.00427556037902832,0,20,5,10,3
lenses,softCL,5,0.004282236099243164,0,20,5,10,3
statlog_ls,5,2,0.28167009353637695,0,9993,1681,3233,444
statlog_ls,5,3,1.4596436023712158,0,63993,15268,33048,1295
statlog_ls,5,5,33.95515060424805,0,1640197,190638,938956,3141
EqualDist_Random-Synthetic__2_14_5644_,1,2,0.07849407196044922,0,2527,2527,1265,340
EqualDist_Random-Synthetic__2_14_5644_,1,3,1.1531734466552734,0,52792,49905,27167,684
EqualDist_Random-Synthetic__2_14_5644_,1,5,26.716792345046997,0,1301863,126020,792967,831
thyroid_sick,sick.,2,0.057747840881347656,0,1842,1280,693,297
thyroid_sick,sick.,3,0.4242408275604248,0,17547,8800,7314,756
thyroid_sick,sick.,5,12.165112018585205,0,519551,172322,257878,1778
BreastCancerWisconsin_UCI_,4,2,0.0652003288269043,0,3288,249,2062,169
BreastCancerWisconsin_UCI_,4,3,0.12325906753540039,0,6785,299,3718,193
BreastCancerWisconsin_UCI_,4,5,0.13551688194274902,0,7728,327,4082,192
pamap2,1,2,1.2330186367034912,0,20169,1343,2516,377
pamap2,1,3,2.6321661472320557,0,61933,6718,20684,556
pamap2,1,5,6.894164323806763,0,206101,10791,118976,1013
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,2,0.004091501235961914,0,9,9,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,3,0.004142284393310547,0,9,9,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,5,0.004002571105957031,0,9,9,0,0
visualizing_livestock,4,2,0.004719972610473633,0,31,4,2,2
visualizing_livestock,4,3,0.00457000732421875,0,31,4,2,2
visualizing_livestock,4,5,0.004582405090332031,0,31,4,2,2
volcanoes-a2,4,2,0.005777835845947266,0,61,42,22,22
volcanoes-a2,4,3,0.0071887969970703125,0,121,61,41,41
volcanoes-a2,4,5,0.007292747497558594,0,121,61,41,41
blogger,no,2,0.006365537643432617,0,99,50,48,18
blogger,no,3,0.00805974006652832,0,192,77,78,22
blogger,no,5,0.00866556167602539,0,222,86,87,23
grammatical_a5,1,2,7.797266960144043,0,382548,10003,265623,617
grammatical_a5,1,3,78.96452784538269,0,3995773,182795,3151469,885
grammatical_a5,1,5,-1.0,1,-1,-1,-1,-1
prnn_crabs,1,2,0.010354042053222656,0,315,175,109,85
prnn_crabs,1,3,0.028360605239868164,0,1387,421,428,167
prnn_crabs,1,5,0.05103421211242676,0,2687,654,778,275
hepatitis,1,2,0.025282859802246094,0,1063,483,459,185
hepatitis,1,3,0.1367511749267578,0,7437,1495,3380,360
hepatitis,1,5,0.5569398403167725,0,31599,2694,15654,522
