dataset_name,target_value,depth,DFS_BSD_DP_qf05 (PS)-real_time_taken,DFS_BSD_DP_qf05 (PS)-failed,DFS_BSD_DP_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_qf05 (PS)-sgs_top_k_interesting
credit,+,3,0.10726594924926758,0,5938,1806,1226,538
credit,+,5,0.27475905418395996,0,17182,2820,2114,951
lymphography,fibrosis,2,0.01835036277770996,0,870,209,174,151
lymphography,fibrosis,3,0.06286931037902832,0,4768,609,552,225
lymphography,fibrosis,5,0.1761019229888916,0,15640,1096,1032,264
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,2,0.056757450103759766,0,156,152,109,104
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,3,0.07552909851074219,0,546,300,258,183
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,5,0.0878143310546875,0,796,450,408,292
ring,0,2,0.11382770538330078,0,3121,1987,1287,383
ring,0,3,1.069098711013794,0,51565,5961,3456,883
ring,0,5,4.304098606109619,0,251849,13208,8085,1688
mc1,2,2,0.19531846046447754,0,4172,2471,1185,310
mc1,2,3,2.2304675579071045,0,73691,31698,20147,822
mc1,2,5,119.13464045524597,0,5059922,1712303,1400665,1827
thyroid_allhyper,goitre.,2,0.046844482421875,0,1469,924,533,277
thyroid_allhyper,goitre.,3,0.34432029724121094,0,15573,7357,5116,619
thyroid_allhyper,goitre.,5,9.609729290008545,0,496926,149665,127133,1026
mammographics,1,2,0.00847768783569336,0,183,118,66,66
mammographics,1,3,0.015666484832763672,0,672,270,150,135
mammographics,1,5,0.021456003189086914,0,1058,337,207,146
dresses,1,2,0.08204913139343262,0,6894,828,383,228
dresses,1,3,0.5638813972473145,0,55548,3120,1526,391
dresses,1,5,2.346013307571411,0,246223,6088,2994,481
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,2,0.003500223159790039,0,1,0,0,0
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,3,0.0038208961486816406,0,1,0,0,0
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,5,0.0036039352416992188,0,1,0,0,0
thyroid_new_thyroid,2,2,0.0066986083984375,0,149,59,31,31
thyroid_new_thyroid,2,3,0.008658885955810547,0,321,72,44,44
thyroid_new_thyroid,2,5,0.009052276611328125,0,349,78,50,50
Balance_UCI_,R,2,0.00802922248840332,0,171,165,75,75
Balance_UCI_,R,3,0.013768672943115234,0,651,165,75,75
Balance_UCI_,R,5,0.013656377792358398,0,651,165,75,75
vert2,NO,2,0.009793758392333984,0,265,196,115,115
vert2,NO,3,0.022307634353637695,0,1217,320,205,178
vert2,NO,5,0.028461933135986328,0,1781,344,226,190
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,2,14.504125356674194,0,1079,1079,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,3,58.6943736076355,0,13084,13084,0,0
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,5,286.25727248191833,0,97119,13084,0,0
rmftsa_sleepdata,3,2,0.004809856414794922,0,25,22,7,7
rmftsa_sleepdata,3,3,0.004685640335083008,0,25,22,7,7
rmftsa_sleepdata,3,5,0.004835367202758789,0,25,22,7,7
thoracic-surgery,1,2,0.023912668228149414,0,885,624,330,230
thoracic-surgery,1,3,0.13830804824829102,0,8166,4613,2353,355
thoracic-surgery,1,5,1.926706314086914,0,127489,54358,28867,488
kc3,2,2,0.10451745986938477,0,5655,2897,2200,356
kc3,2,3,1.594916582107544,0,103973,35897,31465,817
kc3,2,5,84.59371376037598,0,6308422,1608310,1526530,1747
tae,2,2,0.0062639713287353516,0,111,70,33,33
tae,2,3,0.011052608489990234,0,281,124,58,58
tae,2,5,0.010098457336425781,0,411,138,65,65
leaf,32,2,0.02715611457824707,0,1457,441,421,229
leaf,32,3,0.1014404296875,0,7482,1611,1582,305
leaf,32,5,0.30375099182128906,0,25368,3615,3606,387
australian,1,2,0.02338433265686035,0,814,710,352,256
australian,1,3,0.1006937026977539,0,5165,1906,1265,518
australian,1,5,0.29022216796875,0,17720,3206,2385,933
dermatology,4,2,0.07126760482788086,0,4225,1545,1182,382
dermatology,4,3,0.5916037559509277,0,41207,10089,9433,826
dermatology,4,5,11.272228240966797,0,833297,144439,144330,1834
Heart_Statlog__UCI_,2,2,0.019774675369262695,0,758,595,306,218
Heart_Statlog__UCI_,2,3,0.06393289566040039,0,3799,1188,912,441
Heart_Statlog__UCI_,2,5,0.14387941360473633,0,10264,1587,1384,612
Census-Income_KDD__UCI_,50000+,2,6.015978097915649,0,39908,3527,2775,549
Census-Income_KDD__UCI_,50000+,3,31.825827836990356,0,293256,20151,13847,1081
Census-Income_KDD__UCI_,50000+,5,616.5236468315125,0,6515722,430765,291268,3076
japanese,+,2,0.034748077392578125,0,1361,846,458,294
japanese,+,3,0.10498499870300293,0,5938,1806,1226,538
japanese,+,5,0.27393126487731934,0,17182,2820,2114,951
heart_hungarian,1,2,0.005412101745605469,0,65,52,22,22
heart_hungarian,1,3,0.006762504577636719,0,145,90,39,39
heart_hungarian,1,5,0.0073587894439697266,0,161,100,46,46
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,2,0.31299448013305664,0,256,252,182,131
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,3,0.4266641139984131,0,1311,711,566,278
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,5,0.6442468166351318,0,3396,1016,882,357
forest,h ,2,0.06615138053894043,0,3561,925,692,262
forest,h ,3,0.18417024612426758,0,12257,1025,718,389
forest,h ,5,1.0164153575897217,0,86725,6554,913,556
robot5,bottom_collision,2,0.014099836349487305,0,317,291,140,134
robot5,bottom_collision,3,0.03583025932312012,0,1489,776,593,337
robot5,bottom_collision,5,0.08588433265686035,0,4793,1366,1079,556
pen,6,2,0.0709221363067627,0,1235,717,410,245
pen,6,3,0.15190339088439941,0,4578,1472,1099,544
pen,6,5,0.26812314987182617,0,10939,2114,2017,1122
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,2,0.7925505638122559,0,1,0,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,3,0.765871524810791,0,1,0,0,0
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,5,0.7957596778869629,0,1,0,0,0
robot3,slightly_moved,2,0.012617111206054688,0,341,327,164,146
robot3,slightly_moved,3,0.04131364822387695,0,2189,943,640,173
robot3,slightly_moved,5,0.07678675651550293,0,5281,1160,827,204
DefaultofCreditCard,1,2,0.3506782054901123,0,5094,2836,1511,358
DefaultofCreditCard,1,3,2.8449220657348633,0,79442,19993,11590,690
DefaultofCreditCard,1,5,41.296109676361084,0,1417834,167367,100293,1278
zoo,7,2,0.01222538948059082,0,433,220,142,129
zoo,7,3,0.03571605682373047,0,1989,749,637,291
zoo,7,5,0.11369681358337402,0,7843,2095,2088,421
breast_tissue,gla,2,0.011905908584594727,0,473,93,53,53
breast_tissue,gla,3,0.01708698272705078,0,1025,160,106,106
breast_tissue,gla,5,0.021546363830566406,0,1353,215,179,150
flare, B,2,0.013721704483032227,0,444,171,84,84
flare, B,3,0.03316855430603027,0,1719,449,313,117
flare, B,5,0.0672307014465332,0,4304,973,456,317
banana,1,2,0.0061779022216796875,0,25,25,13,13
banana,1,3,0.0063135623931884766,0,25,25,13,13
banana,1,5,0.006107330322265625,0,25,25,13,13
polish_bankruptcy_2year,1,2,0.7969708442687988,0,32140,27522,13127,573
polish_bankruptcy_2year,1,3,30.977516889572144,0,1715376,586408,519596,1228
polish_bankruptcy_2year,1,5,-1.0,1,-1,-1,-1,-1
polish_bankruptcy_3year,1,2,0.8654282093048096,0,32260,29136,13805,678
polish_bankruptcy_3year,1,3,37.120275259017944,0,1971777,802832,659795,1325
polish_bankruptcy_3year,1,5,-1.0,1,-1,-1,-1,-1
qualitative,B,2,0.006963968276977539,0,151,96,52,52
qualitative,B,3,0.012148380279541016,0,463,184,127,126
qualitative,B,5,0.015364646911621094,0,643,224,189,175
mfeat-morphological,8,2,0.00946950912475586,0,172,102,39,39
mfeat-morphological,8,3,0.016049861907958984,0,510,242,111,110
mfeat-morphological,8,5,0.017667055130004883,0,572,279,210,175
fourclass,1,2,0.004603862762451172,0,25,20,12,12
fourclass,1,3,0.004536151885986328,0,25,20,12,12
fourclass,1,5,0.0045697689056396484,0,25,20,12,12
liver,1,2,0.010246515274047852,0,265,247,123,122
liver,1,3,0.025500774383544922,0,1497,414,200,168
liver,1,5,0.030926942825317383,0,1953,425,205,168
badges2,1,2,0.012814044952392578,0,404,283,155,147
badges2,1,3,0.03790616989135742,0,2157,814,445,274
badges2,1,5,0.07151556015014648,0,4825,1230,611,450
kc1-binary,1,2,0.37995457649230957,0,27281,5908,5173,427
kc1-binary,1,3,5.8856751918792725,0,480907,49705,47114,620
kc1-binary,1,5,172.5388069152832,0,14835888,671417,642707,945
tao,black,2,0.0050008296966552734,0,25,23,12,12
tao,black,3,0.005499124526977539,0,25,23,12,12
tao,black,5,0.005135536193847656,0,25,23,12,12
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,2,41.48588037490845,0,4601,2801,1421,355
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,3,313.4933891296387,0,76601,27761,13782,583
ND_LVL_2_4_NormalDist_Random-Synthetic__2_10_10000000_,0,5,-1.0,1,-1,-1,-1,-1
breast_cancer_wis_pro2,R,2,0.16670489311218262,0,10903,5073,2737,343
breast_cancer_wis_pro2,R,3,2.5700714588165283,0,260403,9876,6615,370
breast_cancer_wis_pro2,R,5,5.183843374252319,0,525753,13141,11184,439
soybean_small,D3,2,0.018584012985229492,0,837,262,188,169
soybean_small,D3,3,0.050253868103027344,0,3162,863,787,335
soybean_small,D3,5,0.09135699272155762,0,6413,1633,1561,400
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,2,0.0050046443939208984,0,9,9,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,3,0.005222797393798828,0,9,9,0,0
U_LVL1_3_Uninteresting_Non-Random-Synthetic__2_2_4000_,0,5,0.005197763442993164,0,9,9,0,0
semeion,8,2,2.704486846923828,0,116233,89211,54625,778
semeion,8,3,161.9792516231537,0,7922033,3079796,2768039,1415
semeion,8,5,-1.0,1,-1,-1,-1,-1
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,2,0.7791855335235596,0,76401,425,203,171
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,3,0.8216958045959473,0,79501,425,203,171
ED_LVL_3_0_EqualDist_Random-Synthetic__2_20_1000_,0,5,0.8125028610229492,0,79501,425,203,171
molecular_splice,IE,2,0.683265209197998,0,33313,15100,9635,634
molecular_splice,IE,3,11.086747407913208,0,696036,29291,26824,1201
molecular_splice,IE,5,32.72955250740051,0,2155817,23589,23292,2176
audiology_std,cochlear_noise_and_heredity,2,0.07427597045898438,0,3966,1831,1830,177
audiology_std,cochlear_noise_and_heredity,3,1.1758735179901123,0,79944,36051,36050,284
audiology_std,cochlear_noise_and_heredity,5,203.37797284126282,0,13845630,5985197,5985196,709
automobile,-1,2,0.049248695373535156,0,2780,895,674,283
automobile,-1,3,0.26349449157714844,0,20497,3334,2991,404
automobile,-1,5,1.5754001140594482,0,144926,12631,12112,822
volcanoes-d2,3,2,0.009534358978271484,0,61,56,17,17
volcanoes-d2,3,3,0.011045217514038086,0,125,87,36,36
volcanoes-d2,3,5,0.011453866958618164,0,125,87,36,36
grammatical_a2,1,2,1.4545459747314453,0,86367,6966,6633,1372
grammatical_a2,1,3,39.227081060409546,0,2583578,164819,164599,4125
grammatical_a2,1,5,-1.0,1,-1,-1,-1,-1
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,2,2.693392515182495,0,276,276,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,3,4.453583478927612,0,1526,1526,0,0
U_LVL2_3_Uninteresting_Non-Random-Synthetic__2_5_3125000_,0,5,9.835726976394653,0,7776,4651,0,0
analcatdata_authorship,4,2,0.3551793098449707,0,19768,4310,3300,717
analcatdata_authorship,4,3,1.6434807777404785,0,106698,8933,7190,1392
analcatdata_authorship,4,5,6.473596096038818,0,478662,10037,8322,2226
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,2,13.824304819107056,0,995,991,811,122
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,3,53.11880373954773,0,11460,1087,907,196
I_LVL3_1_Interesting_Non-Random-Synthetic__2_7_8235430_,1,5,56.95294642448425,0,12916,1087,907,196
EqualDist_Random-Synthetic__2_7_8520_,0,2,0.02917027473449707,0,494,494,244,188
EqualDist_Random-Synthetic__2_7_8520_,0,3,0.11400485038757324,0,4000,4000,1973,395
EqualDist_Random-Synthetic__2_7_8520_,0,5,0.9197986125946045,0,50602,16727,9749,558
cmc,3,2,0.01638627052307129,0,427,389,183,159
cmc,3,3,0.06548905372619629,0,2967,2045,1072,286
cmc,3,5,0.31995368003845215,0,17841,7146,4842,522
Adult_UCI_,>50K,2,0.179487943649292,0,3127,670,296,221
Adult_UCI_,>50K,3,0.4799768924713135,0,16001,1466,866,450
Adult_UCI_,>50K,5,1.0474812984466553,0,43313,2121,1602,641
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,2,0.004193544387817383,0,7,6,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,3,0.004313945770263672,0,7,6,4,4
I_LVL1_2_Interesting_Non-Random-Synthetic__2_2_400_,1,5,0.004320383071899414,0,7,6,4,4
monks1,0,2,0.007729530334472656,0,135,120,80,80
monks1,0,3,0.016287803649902344,0,519,462,363,204
monks1,0,5,0.030722618103027344,0,1373,727,585,223
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,2,0.39212822914123535,0,28514,7215,3986,441
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,3,6.601991653442383,0,640010,8123,4680,467
ND_LVL_3_0_NormalDist_Random-Synthetic__2_20_1000_,0,5,7.0383079051971436,0,701543,8123,4680,467
grammatical_a1,1,2,2.128730058670044,0,124318,12510,11884,1214
grammatical_a1,1,3,74.43193650245667,0,4492810,350110,347804,3572
grammatical_a1,1,5,-1.0,1,-1,-1,-1,-1
mfeat-zernike,8,2,0.39006590843200684,0,17449,12202,7273,540
mfeat-zernike,8,3,9.736493825912476,0,571609,92679,88401,768
mfeat-zernike,8,5,136.35923957824707,0,9268477,523327,519165,1313
twonorm,1,2,0.1137537956237793,0,3121,1181,923,380
twonorm,1,3,0.6394877433776855,0,29125,1739,1642,621
twonorm,1,5,1.183598518371582,0,57905,2566,2470,1332
auto7_1,class3,2,0.02360677719116211,0,734,734,382,244
auto7_1,class3,3,0.16611528396606445,0,8148,6991,3772,501
auto7_1,class3,5,1.4824409484863281,0,105326,19787,13782,532
grammatical_b4,1,2,3.7724931240081787,0,223881,18775,18049,1374
grammatical_b4,1,3,83.28914642333984,0,5068071,371570,368746,3109
grammatical_b4,1,5,-1.0,1,-1,-1,-1,-1
wave2,2,2,0.303591251373291,0,11441,3823,2952,526
wave2,2,3,3.6431353092193604,0,193001,10662,9707,1030
wave2,2,5,19.35770320892334,0,1131109,18615,17926,1690
volcanoes-d1,3,2,0.009402275085449219,0,61,57,15,15
volcanoes-d1,3,3,0.01185750961303711,0,125,90,35,35
volcanoes-d1,3,5,0.01116943359375,0,125,90,35,35
mfeat-fourier,8,2,0.933758020401001,0,44405,26303,19824,488
mfeat-fourier,8,3,17.871503353118896,0,1091697,115397,64333,1116
mfeat-fourier,8,5,158.8051414489746,0,13340761,293518,224334,1903
breast,recurrence-events,2,0.01438283920288086,0,510,275,140,131
breast,recurrence-events,3,0.03998112678527832,0,2298,896,398,267
breast,recurrence-events,5,0.09610128402709961,0,6714,1916,634,324
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,2,2.7992560863494873,0,256,252,182,145
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,3,4.144973516464233,0,1301,343,274,119
I_LVL2_3_Interesting_Non-Random-Synthetic__2_5_3125000_,1,5,4.760392189025879,0,1876,424,355,200
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,2,28.1977219581604,0,276,276,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,3,49.5947790145874,0,1526,1526,0,0
U_LVL2_4_Uninteresting_Non-Random-Synthetic__2_5_31250000_,1,5,128.86960530281067,0,7776,4651,0,0
horse_colic_outcome,2,2,0.005992412567138672,0,1,0,0,0
horse_colic_outcome,2,3,0.005941867828369141,0,1,0,0,0
horse_colic_outcome,2,5,0.0060613155364990234,0,1,0,0,0
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,2,0.06029510498046875,0,3644,1431,703,314
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,3,0.46361684799194336,0,38677,4258,2142,422
ND_LVL_2_0_NormalDist_Random-Synthetic__2_10_1000_,1,5,0.9489076137542725,0,87671,4272,2154,423
wall4,Slight-Right-Turn,2,0.008320093154907227,0,77,60,33,33
wall4,Slight-Right-Turn,3,0.010555505752563477,0,165,121,75,75
wall4,Slight-Right-Turn,5,0.011453866958618164,0,209,139,90,90
hayes,2,2,0.0058133602142333984,0,88,49,29,29
hayes,2,3,0.007223606109619141,0,192,65,44,44
hayes,2,5,0.007451534271240234,0,208,65,44,44
analcatdata_germangss,4,2,0.00740361213684082,0,144,135,25,25
analcatdata_germangss,4,3,0.013396739959716797,0,560,270,71,71
analcatdata_germangss,4,5,0.015765905380249023,0,720,287,77,77
thyroid_allhypo,primary hypothyroid.,2,0.04850363731384277,0,1545,925,548,284
thyroid_allhypo,primary hypothyroid.,3,0.3566250801086426,0,15698,7610,5372,729
thyroid_allhypo,primary hypothyroid.,5,10.361854553222656,0,494958,174603,157088,1774
user,High,2,0.00788736343383789,0,181,148,71,71
user,High,3,0.01457357406616211,0,805,150,71,71
user,High,5,0.014639139175415039,0,805,150,71,71
thyroid_dis,discordant.,2,0.04988694190979004,0,1530,1164,575,287
thyroid_dis,discordant.,3,0.47266316413879395,0,20561,12603,7130,746
thyroid_dis,discordant.,5,18.699546575546265,0,920763,395101,289496,1638
synthetic_control,4,2,0.22923684120178223,0,13553,3534,3349,979
synthetic_control,4,3,2.1957385540008545,0,161349,21023,20806,2559
synthetic_control,4,5,6.444087266921997,0,519869,45223,45171,4210
titanic,1,2,0.005493640899658203,0,29,27,16,16
titanic,1,3,0.005890846252441406,0,41,39,24,24
titanic,1,5,0.006009578704833984,0,41,39,24,24
secom,1,2,0.43634796142578125,0,19019,18685,8988,630
secom,1,3,22.231749296188354,0,1167946,628082,496594,1128
secom,1,5,934.928704738617,0,71296453,5242178,4926556,1309
wine,1,2,0.02385878562927246,0,1001,422,329,228
wine,1,3,0.04791092872619629,0,3577,311,284,226
wine,1,5,0.049234628677368164,0,3629,290,284,221
thyroid_allrep,overreplacement.,2,0.04483652114868164,0,1359,741,561,284
thyroid_allrep,overreplacement.,3,0.34136486053466797,0,15282,7204,5631,653
thyroid_allrep,overreplacement.,5,9.992289304733276,0,502008,172885,160785,1277
post,S,2,0.008244752883911133,0,228,113,51,51
post,S,3,0.016875505447387695,0,846,274,128,123
post,S,5,0.030165672302246094,0,1905,458,217,174
human,1,2,22.835925579071045,0,913152,62691,62212,1265
human,1,3,463.46140813827515,0,22103972,501375,501258,2162
human,1,5,-1.0,1,-1,-1,-1,-1
connectionist_sonar,R,2,0.40038633346557617,0,27233,4022,2930,611
connectionist_sonar,R,3,2.200782537460327,0,207453,3208,2177,685
connectionist_sonar,R,5,4.151800870895386,0,410057,3511,2066,713
hiv_746,-1,2,0.10628604888916016,0,9841,385,123,120
hiv_746,-1,3,0.20432162284851074,0,19701,610,125,122
hiv_746,-1,5,0.29123544692993164,0,28361,969,126,123
madelon,1,2,43.97809886932373,0,1988347,1972605,955478,1138
madelon,1,3,-1.0,1,-1,-1,-1,-1
madelon,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_14_7418_,0,2,0.06947135925292969,0,1770,1728,866,319
NormalDist_Random-Synthetic__2_14_7418_,0,3,0.6659431457519531,0,29974,23692,12367,600
NormalDist_Random-Synthetic__2_14_7418_,0,5,18.39789843559265,0,1079176,332996,193773,864
led,2,2,0.006734132766723633,0,99,91,40,40
led,2,3,0.01193857192993164,0,353,286,136,130
led,2,5,0.022707462310791016,0,937,525,285,221
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,2,0.010948896408081055,0,276,234,110,110
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,3,0.026710033416748047,0,1311,539,270,194
ND_LVL_1_0_NormalDist_Random-Synthetic__2_5_1000_,1,5,0.0380244255065918,0,2201,646,326,209
auto4,class1,2,1.7152388095855713,0,74847,74297,37032,850
auto4,class1,3,153.88046002388,0,9082659,1221895,772826,1216
auto4,class1,5,-1.0,1,-1,-1,-1,-1
Tic-Tac-ToeEndgame_UCI_,negative,2,0.013744831085205078,0,352,352,151,143
Tic-Tac-ToeEndgame_UCI_,negative,3,0.05748319625854492,0,2590,1966,1037,337
Tic-Tac-ToeEndgame_UCI_,negative,5,0.1932966709136963,0,12025,3119,2024,527
Covertype,7,2,4.859019041061401,0,6395,3984,2178,300
Covertype,7,3,50.0438072681427,0,127627,66982,37410,1046
Covertype,7,5,-1.0,1,-1,-1,-1,-1
pc4,2,2,0.15248322486877441,0,6982,4063,2618,441
pc4,2,3,2.074575424194336,0,121168,32718,26896,689
pc4,2,5,52.87454032897949,0,3472164,587932,559356,1569
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,2,409.3375551700592,0,76401,76401,38113,719
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,3,-1.0,1,-1,-1,-1,-1
ED_LVL_3_4_EqualDist_Random-Synthetic__2_20_10000000_,0,5,-1.0,1,-1,-1,-1,-1
firm,1,2,0.053046226501464844,0,717,627,353,225
firm,1,3,0.31751251220703125,0,8271,6657,3864,544
firm,1,5,1.0224463939666748,0,39511,17438,12680,1180
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,2,0.4486582279205322,0,4601,2796,1386,369
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,3,3.210630178451538,0,76431,27038,13385,620
ND_LVL_2_2_NormalDist_Random-Synthetic__2_10_100000_,0,5,39.20398664474487,0,1184801,85734,43061,737
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,2,2.812952756881714,0,49130,21041,10730,521
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,3,78.60778164863586,0,2331984,367825,187491,848
ND_LVL_3_2_NormalDist_Random-Synthetic__2_20_100000_,1,5,962.9989969730377,0,31388995,402865,205264,842
Stroke_Kaggle_,1,2,0.02348494529724121,0,445,394,218,154
Stroke_Kaggle_,1,3,0.08217883110046387,0,2986,2315,1452,330
Stroke_Kaggle_,1,5,0.5980165004730225,0,30290,13782,10776,532
spambase,1,2,0.15922975540161133,0,4577,3335,1816,830
spambase,1,3,1.6351652145385742,0,57617,33339,12951,588
spambase,1,5,244.89972710609436,0,8874766,3737191,1647497,989
echocardio,1,2,0.010988712310791016,0,486,69,33,33
echocardio,1,3,0.015206098556518555,0,923,75,34,34
echocardio,1,5,0.01568889617919922,0,958,75,34,34
phoneme,1,2,0.013424873352050781,0,181,175,84,84
phoneme,1,3,0.026213407516479492,0,749,525,321,219
phoneme,1,5,0.04184222221374512,0,1613,781,543,320
texture,14,2,0.25507664680480957,0,9701,4396,3520,597
texture,14,3,2.0069022178649902,0,107029,12928,12664,1070
texture,14,5,9.31611156463623,0,566377,44927,36834,3010
statlog_is,7,2,0.04362773895263672,0,1584,711,507,317
statlog_is,7,3,0.10431575775146484,0,5210,1296,1173,667
statlog_is,7,5,0.14821124076843262,0,8437,1366,1359,1136
banknote,1,2,0.007166862487792969,0,101,86,53,53
banknote,1,3,0.011113405227661133,0,265,175,123,115
banknote,1,5,0.011825323104858398,0,329,192,147,129
NormalDist_Random-Synthetic__2_6_5132_,1,2,0.012380361557006836,0,132,132,71,71
NormalDist_Random-Synthetic__2_6_5132_,1,3,0.023278236389160156,0,524,524,278,205
NormalDist_Random-Synthetic__2_6_5132_,1,5,0.05631422996520996,0,1980,1754,916,333
ilpd,2,2,0.01994180679321289,0,687,623,337,228
ilpd,2,3,0.09817981719970703,0,5903,2480,1722,444
ilpd,2,5,0.34554362297058105,0,26695,4308,3307,452
EqualDist_Random-Synthetic__2_7_7307_,0,2,0.021136760711669922,0,325,325,168,144
EqualDist_Random-Synthetic__2_7_7307_,0,3,0.06325578689575195,0,2050,2050,1055,362
EqualDist_Random-Synthetic__2_7_7307_,0,5,0.3969151973724365,0,18570,13368,7150,573
